year,outcode,property_type,n_i,avg_price,sd,threshold
2012.0,KT12,F,135,216200.87407407406,84781.80802554895,182e3
2012.0,KT12,S,202,369619.797029703,124681.42548454883,300300.0
2012.0,KT12,T,142,327495.4647887324,107193.76032489458,27e4
2012.0,KT13,D,115,1476772.043478261,1810029.16295287,652400.0
2012.0,KT13,F,140,276419.7571428571,115640.14965069684,22e4
2012.0,KT13,S,61,510690.37704918033,260750.24920474924,375e3
2012.0,KT13,T,103,438519.6990291262,238148.3791214075,311500.0
2012.0,KT14,D,63,630833.3333333334,472234.86331383063,382500.0
2012.0,KT14,F,61,195930.47540983607,50848.39652457311,17e4
2012.0,KT14,S,55,312291.8181818182,129786.87150537039,25e4
2012.0,KT14,T,64,266127.34375,57027.385463760664,245e3
2012.0,KT15,D,103,421642.23300970875,159888.46951603633,328e3
2012.0,KT15,F,142,165551.27464788733,42655.96378699925,147e3
2012.0,KT15,O,1,2204.0,NA,2204.0
2012.0,KT15,S,191,279026.9895287958,56012.6953774992,249999.0
2012.0,KT15,T,77,252770.0,91838.448457776,21e4
2012.0,KT16,D,55,495413.63636363635,346790.20641348825,356200.0
2012.0,KT16,F,61,189067.95081967214,109863.57266088796,155e3
2012.0,KT16,S,66,317706.04545454547,69902.6909341026,261450.0
2012.0,KT16,T,60,243264.91666666666,58279.15349224455,222350.0
2012.0,KT17,D,123,600539.0243902439,208954.19310718123,468e3
2012.0,KT17,F,119,211704.41176470587,58353.2576326803,180870.0
2012.0,KT17,S,92,387664.1304347826,105622.88331349092,345900.0
2012.0,KT17,T,52,298571.1538461539,88070.03192989503,249915.0
2012.0,KT18,D,77,587188.4545454546,264033.7746900328,429e3
2012.0,KT18,F,66,233429.54545454544,60550.89148633743,211500.0
2012.0,KT18,S,66,332940.1515151515,69091.16453570433,285e3
2012.0,KT18,T,27,314125.3333333333,106540.36081150726,267800.0
2012.0,KT19,D,99,462593.0606060606,163978.8096079029,35e4
2012.0,KT19,F,139,217975.7913669065,57689.08003711465,19e4
2012.0,KT19,S,249,335080.562248996,78795.23660078013,289970.0
2012.0,KT19,T,131,309540.9389312977,82861.70294688483,248e3
2012.0,KT2,D,64,1265013.515625,1051667.4418383224,684550.0
2012.0,KT2,F,168,284342.6785714286,119044.17191167144,235e3
2012.0,KT2,S,89,532676.3483146067,160356.19760595053,45e4
2012.0,KT2,T,79,467695.12658227846,149749.31041101163,394e3
2012.0,KT20,D,97,836874.0206185566,602200.3468525166,449e3
2012.0,KT20,F,49,220818.3469387755,114844.76570817073,172600.0
2012.0,KT20,S,80,350029.375,118140.96324225125,292e3
2012.0,KT20,T,63,263697.4285714286,102599.94257586806,211900.0
2012.0,KT21,D,95,698671.5263157894,339693.73956869857,495990.0
2012.0,KT21,F,44,237351.13636363635,95371.67531383217,17e4
2012.0,KT21,S,65,401576.9692307692,72020.6939596984,361800.0
2012.0,KT21,T,29,362186.2068965517,103866.98215278565,286e3
2012.0,KT22,D,154,981287.3766233766,920866.9603631808,529675.0
2012.0,KT22,F,96,200751.5625,71850.071769778835,164750.0
2012.0,KT22,S,97,369532.73195876286,180680.63030873222,287e3
2012.0,KT22,T,74,363554.7297297297,126775.27606151722,252250.0
2012.0,KT23,D,79,569409.2025316455,157798.44825107008,477600.0
2012.0,KT23,F,17,202300.0588235294,51354.55651701048,162200.0
2012.0,KT23,S,26,354669.23076923075,96837.26769888036,298725.0
2012.0,KT23,T,15,290433.3333333333,60316.091985314764,253e3
2012.0,KT24,D,91,897686.2637362637,417294.87436383613,645e3
2012.0,KT24,F,10,399650.0,158698.184894752,315250.0
2012.0,KT24,S,22,468322.7272727273,135713.9215647883,395750.0
2012.0,KT24,T,7,339178.5714285714,129448.08437214917,254400.0
2012.0,KT3,D,64,706942.109375,341876.266615923,424800.0
2012.0,KT3,F,96,209915.85416666666,66284.53578355713,175e3
2012.0,KT3,S,137,452271.897810219,135021.83209377684,36e4
2012.0,KT3,T,164,337716.5853658537,80304.73648018639,3e5
2012.0,KT4,D,54,529647.7222222222,247606.13301792662,407400.0
2012.0,KT4,F,82,195082.01219512196,36752.24262796809,172e3
2012.0,KT4,S,137,371712.76642335765,91558.50281668696,314800.0
2012.0,KT4,T,155,306045.5677419355,72582.30843813141,260400.0
2012.0,KT5,D,32,628457.84375,310539.93658975384,419e3
2012.0,KT5,F,90,227545.0,57513.21687376337,19e4
2012.0,KT5,S,115,452176.0260869565,109747.06495020047,397590.0
2012.0,KT5,T,62,330205.6451612903,137721.85622015296,249285.0
2012.0,KT6,D,39,815321.7948717949,486528.46306022664,503800.0
2012.0,KT6,F,363,279614.1432506887,89715.54193109731,231200.0
2012.0,KT6,S,128,429327.2421875,169059.0800211638,327300.0
2012.0,KT6,T,110,426247.7272727273,183104.41704300552,305e3
2012.0,KT7,D,47,789605.3191489362,220843.36526588508,659600.0
2012.0,KT7,F,49,260801.0,61921.2275213436,235800.0
2012.0,KT7,S,43,550568.6046511628,165573.55940547123,464e3
2012.0,KT7,T,42,425890.4761904762,102977.32478210873,343200.0
2012.0,KT8,D,72,752095.5555555555,447580.6484881752,462715.00000000006
2012.0,KT8,F,66,240943.9393939394,106758.56676674045,185e3
2012.0,KT8,S,108,449008.787037037,278280.6237132317,310250.0
2012.0,KT8,T,94,304895.74468085106,139985.68641490597,245850.0
2012.0,KT9,D,26,343096.1538461539,80934.54382780807,31e4
2012.0,KT9,F,56,179239.2857142857,29990.217669169328,163500.0
2012.0,KT9,S,92,286655.97826086957,49916.990898402226,25e4
2012.0,KT9,T,119,248165.5462184874,38890.61460779451,232200.0
2012.0,L1,F,76,128277.63157894737,53363.80071092941,1e5
2012.0,L1,S,1,125e3,NA,125e3
2012.0,L1,T,6,354166.6666666667,193065.18760943587,325e3
2012.0,L10,D,4,167925.0,49540.1604761228,146950.0
2012.0,L10,F,1,92e3,NA,92e3
2012.0,L10,S,65,131181.53846153847,32827.00461466374,116400.0
2012.0,L10,T,41,76175.36585365854,27991.08079795785,62500.0
2012.0,L11,D,8,138750.0,10152.409988344076,138200.0
2012.0,L11,F,5,45600.0,11696.153213770756,40400.0
2012.0,L11,S,39,85892.82051282052,31064.273094472843,65800.0
2012.0,L11,T,60,67512.5,21675.254626776434,54640.0
2012.0,L12,D,81,184984.9135802469,55273.540904124624,15e4
2012.0,L12,F,18,79669.44444444444,41428.638641321566,58190.0
2012.0,L12,S,107,127474.14953271027,36202.07581268292,114400.0
2012.0,L12,T,43,100648.83720930232,40288.425149125374,8e4
2012.0,L13,D,5,156200.0,19382.982226685344,148e3
2012.0,L13,F,11,54340.90909090909,25345.678311911663,43500.0
2012.0,L13,S,38,111901.71052631579,48002.56069009061,9e4
2012.0,L13,T,160,75530.9625,25895.665804001786,6e4
2012.0,L14,D,5,156300.0,40846.664490506446,133e3
2012.0,L14,F,6,67208.33333333333,27198.537031735123,56250.0
2012.0,L14,S,73,114902.05479452055,36500.2401422429,96e3
2012.0,L14,T,73,74064.38356164383,26547.07229025774,55e3
2012.0,L15,D,5,292999.6,166755.751026164,163000.00000000003
2012.0,L15,F,25,101127.6,30422.77043049608,78952.0
2012.0,L15,S,48,157425.20833333334,48366.37384696736,135200.0
2012.0,L15,T,183,103999.18032786885,40396.00318719997,75e3
2012.0,L16,D,19,237710.52631578947,88367.02435949763,178400.0
2012.0,L16,F,1,134950.0,NA,134950.0
2012.0,L16,S,105,181414.25714285715,49580.58367310669,151200.0
2012.0,L16,T,15,134366.66666666666,23663.162047690035,128e3
2012.0,L17,D,23,319825.8695652174,89860.72623601498,265e3
2012.0,L17,F,63,126999.12698412698,49005.44283085432,102600.0
2012.0,L17,S,31,195219.70967741936,59749.70297621768,157500.0
2012.0,L17,T,114,149978.8596491228,43120.8195718321,124999.5
2012.0,L18,D,36,417123.6111111111,154742.26520531814,315500.0
2012.0,L18,F,25,133942.0,48439.91914389068,107499.99999999999
2012.0,L18,S,111,253783.3963963964,90163.96068993412,207e3
2012.0,L18,T,126,158912.99206349207,46910.834653413876,135e3
2012.0,L19,D,42,297811.7619047619,152777.35524768883,208595.0
2012.0,L19,F,16,84125.0,28997.988435981784,65e3
2012.0,L19,S,105,202215.12380952382,101890.96235660784,145200.0
2012.0,L19,T,91,106523.32967032967,44467.63106126995,75e3
2012.0,L2,F,11,115772.72727272728,37326.50776349405,92e3
2012.0,L20,D,24,160332.625,35065.76415054942,150900.0
2012.0,L20,F,9,46105.555555555555,18528.026818249633,30780.0
2012.0,L20,S,88,117996.76136363637,29620.185673897984,105100.0
2012.0,L20,T,102,70527.61764705883,30705.012099985885,52650.0
2012.0,L21,D,8,153698.75,67944.58249979485,131600.0
2012.0,L21,F,9,66e3,22384.425389095875,55500.0
2012.0,L21,S,60,119084.23333333334,40871.76122880727,1e5
2012.0,L21,T,55,77338.09090909091,26380.656572482923,61e3
2012.0,L22,D,4,179625.0,42646.561018054745,162449.99999999997
2012.0,L22,F,17,83617.64705882352,28293.95331369668,7e4
2012.0,L22,S,53,146397.15094339623,42081.914137967164,129800.0
2012.0,L22,T,73,136957.27397260274,36284.61985518117,124348.0
2012.0,L23,D,46,332155.32608695654,164202.85550501983,25e4
2012.0,L23,F,59,115459.2372881356,52064.28180138902,85e3
2012.0,L23,S,187,184584.64171122995,61269.736766318434,15e4
2012.0,L23,T,42,132498.33333333334,42097.23899854732,115e3
2012.0,L24,D,12,201749.58333333334,69271.38168295153,158e3
2012.0,L24,F,4,56487.5,13008.35468714882,51700.0
2012.0,L24,S,29,114218.62068965517,32743.597381138927,97847.0
2012.0,L24,T,41,69481.70731707317,17585.895470865144,63e3
2012.0,L25,D,35,299055.71428571426,125383.68102104259,218199.99999999997
2012.0,L25,F,36,107231.66666666667,72701.66837346795,66750.0
2012.0,L25,S,116,161492.7931034483,51142.09402975329,133500.0
2012.0,L25,T,85,117651.4705882353,39255.99786462367,95200.0
2012.0,L26,D,22,204611.31818181818,43875.277170619695,180400.0
2012.0,L26,F,1,45e3,NA,45e3
2012.0,L26,S,44,126852.27272727272,26374.58906225763,119805.0
2012.0,L26,T,26,99742.30769230769,28302.53236835069,78475.0
2012.0,L27,D,2,124750.0,353.5533905932738,124650.0
2012.0,L27,F,1,82500.0,NA,82500.0
2012.0,L27,S,7,125210.0,24646.60710253374,106696.0
2012.0,L27,T,18,78054.72222222222,29824.699765375197,64300.0
2012.0,L28,F,1,83500.0,NA,83500.0
2012.0,L28,S,2,73500.0,16263.455967290593,68900.0
2012.0,L28,T,9,59055.555555555555,19610.973402097556,56300.0
2012.0,L29,D,2,406250.0,319965.81848691276,315750.0
2012.0,L29,S,1,186500.0,NA,186500.0
2012.0,L29,T,1,173250.0,NA,173250.0
2012.0,L3,F,195,133907.53846153847,66751.01868285048,105600.0
2012.0,L3,O,1,11e5,NA,11e5
2012.0,L3,S,7,104375.0,34035.90322487907,81125.0
2012.0,L3,T,7,150421.42857142858,71160.3345571514,99990.0
2012.0,L30,D,4,152125.0,36451.737498597606,124800.0
2012.0,L30,F,5,66100.0,24835.45852204062,49800.00000000001
2012.0,L30,S,53,103427.43396226416,23863.153374630354,93e3
2012.0,L30,T,53,72531.1320754717,17064.93037471173,63300.0
2012.0,L31,D,51,227160.66666666666,100832.13005023084,181e3
2012.0,L31,F,28,91648.21428571429,26150.916994554602,74320.0
2012.0,L31,S,188,154490.50531914894,32346.847268616802,136e3
2012.0,L31,T,39,131569.23076923078,34565.61954682529,112e3
2012.0,L32,D,8,154306.25,51029.26637514706,14e4
2012.0,L32,F,10,60345.0,19821.599470162735,46500.0
2012.0,L32,S,33,99786.33333333333,30076.8915330635,79400.0
2012.0,L32,T,42,71061.90476190476,20948.839567150746,60950.0
2012.0,L33,D,14,140500.0,18786.2470153854,129500.0
2012.0,L33,F,2,50750.0,4596.194077712559,49450.0
2012.0,L33,S,41,89521.82926829268,19216.906936214316,81e3
2012.0,L33,T,22,68590.90909090909,18374.177249890392,56e3
2012.0,L34,D,33,220689.24242424243,84636.04723056479,179998.0
2012.0,L34,F,25,83127.8,13833.83307932645,79250.0
2012.0,L34,S,55,158795.14545454545,60574.86779625695,124960.0
2012.0,L34,T,35,94034.28571428571,38484.19226931818,75100.0
2012.0,L35,D,39,240201.12820512822,115848.5808327267,189400.0
2012.0,L35,F,10,65450.0,17667.37419966847,58950.0
2012.0,L35,S,105,120717.06666666667,33489.813625037445,1e5
2012.0,L35,T,49,100529.48979591837,47101.39194516198,79970.0
2012.0,L36,D,45,205516.93333333332,64416.10258009322,156e3
2012.0,L36,F,18,60277.77777777778,14897.909666067273,51449.99999999999
2012.0,L36,S,123,119089.17073170732,37867.63804741833,1e5
2012.0,L36,T,89,79819.77528089887,26428.412621626132,64700.0
2012.0,L37,D,107,340486.4672897196,194612.1193174092,24e4
2012.0,L37,F,26,146736.53846153847,34793.77116005768,13e4
2012.0,L37,S,108,201192.12037037036,60989.72475090361,168200.0
2012.0,L37,T,9,163713.0,41175.13504531588,138600.0
2012.0,L38,D,12,324458.3333333333,177044.7373269014,197100.0
2012.0,L38,S,9,170722.22222222222,41630.150665646695,148200.0
2012.0,L38,T,3,141166.66666666666,33787.32503962593,122400.0
2012.0,L39,D,108,289008.3611111111,105069.92159967491,233405.00000000003
2012.0,L39,F,30,181756.66666666666,55774.16552697032,159215.0
2012.0,L39,S,125,181212.752,63662.64520066748,154200.0
2012.0,L39,T,64,152393.359375,38793.103482722036,127700.0
2012.0,L4,D,4,93175.0,46956.602304681284,86249.99999999999
2012.0,L4,F,6,30888.833333333332,15768.37810831116,22666.5
2012.0,L4,S,46,95176.84782608696,27938.701321100485,8e4
2012.0,L4,T,199,60513.79396984925,25420.327770156433,43200.0
2012.0,L40,D,59,289121.16949152545,109910.78507999936,229400.0
2012.0,L40,F,9,156494.44444444444,98944.20916747871,121e3
2012.0,L40,S,68,178233.82352941178,63810.22320257486,130599.99999999999
2012.0,L40,T,29,157424.3103448276,61925.67106626612,125743.0
2012.0,L5,D,1,114995.0,NA,114995.0
2012.0,L5,F,14,61442.857142857145,14979.201698237575,67300.0
2012.0,L5,S,3,89581.66666666667,43161.035765298,82000.00000000001
2012.0,L5,T,38,65142.23684210526,33537.417157423406,4e4
2012.0,L6,D,12,160387.5,19248.590562333742,149565.0
2012.0,L6,F,31,83440.32258064517,31361.019911547406,87e3
2012.0,L6,S,26,108028.84615384616,44131.80978178195,78e3
2012.0,L6,T,117,62213.67521367521,26062.834074540948,46900.0
2012.0,L7,D,2,104997.5,49501.010216964256,90996.5
2012.0,L7,F,21,76738.09523809524,36316.8759145177,65e3
2012.0,L7,S,11,104463.18181818182,33883.16707988845,95e3
2012.0,L7,T,85,93383.05882352941,38443.918624701735,65e3
2012.0,L8,F,72,87349.375,38396.40150408666,59950.0
2012.0,L8,O,3,169383.33333333334,44128.11839783488,145090.0
2012.0,L8,S,8,130750.0,50528.634032030364,87250.0
2012.0,L8,T,79,78790.56962025317,55032.15018367028,55200.0
2012.0,L9,D,26,175036.34615384616,47325.41975635699,157500.0
2012.0,L9,F,11,52177.27272727273,19806.20311463512,37e3
2012.0,L9,S,54,113230.07407407407,25650.292979202753,103900.0
2012.0,L9,T,106,78108.49056603774,26347.026100996227,62e3
2012.0,LA1,D,46,292443.45652173914,143095.3293694967,203e3
2012.0,LA1,F,75,96108.66666666667,34087.885592159335,78e3
2012.0,LA1,S,171,140761.99415204677,45758.80689267522,115e3
2012.0,LA1,T,318,132493.87421383648,57538.81266248668,101e3
2012.0,LA10,D,12,326554.1666666667,154007.30717364934,25e4
2012.0,LA10,S,10,252500.0,66503.55044824466,205800.0
2012.0,LA10,T,7,166421.42857142858,23910.803993572605,168e3
2012.0,LA11,D,66,294602.2727272727,112456.56509611514,240625.0
2012.0,LA11,F,50,148621.86,68148.17462541399,113500.0
2012.0,LA11,S,34,199285.29411764705,47347.37765835606,168950.0
2012.0,LA11,T,35,182962.82857142857,78129.8283479212,143e3
2012.0,LA12,D,58,284955.1724137931,119055.50367468492,22e4
2012.0,LA12,F,6,150416.66666666666,52309.09736046558,126750.0
2012.0,LA12,S,80,166386.25,53245.82482889021,133700.0
2012.0,LA12,T,115,137589.52173913043,47361.38763365204,111200.0
2012.0,LA13,D,39,232162.6923076923,72706.55607199534,182700.0
2012.0,LA13,F,6,81241.66666666667,21071.79196619658,70475.0
2012.0,LA13,S,83,162182.53012048194,56072.56863455178,125e3
2012.0,LA13,T,80,95065.625,43321.58858558991,74700.0
2012.0,LA14,D,27,233212.96296296295,82118.00092244438,182200.0
2012.0,LA14,F,23,56132.82608695652,29472.949648251688,41168.0
2012.0,LA14,S,110,143871.36363636365,48053.15885667755,115700.0
2012.0,LA14,T,321,74794.62928348909,28051.5877752983,58500.0
2012.0,LA15,D,10,241799.9,105813.03406422943,199400.0
2012.0,LA15,F,5,51500.0,26911.893281595778,34200.0
2012.0,LA15,S,29,144150.0,40925.68177283585,112040.0
2012.0,LA15,T,73,85402.7397260274,27370.81384838571,69600.0
2012.0,LA16,D,13,211761.53846153847,77157.23436012052,185970.0
2012.0,LA16,S,6,150491.66666666666,42434.7783859733,124e3
2012.0,LA16,T,20,85925.0,20254.482934584346,75e3
2012.0,LA17,D,5,237599.0,87614.3196344068,179400.0
2012.0,LA17,S,3,174316.66666666666,54927.68731098491,147170.0
2012.0,LA17,T,3,153333.33333333334,38188.13079129867,135e3
2012.0,LA18,D,18,190361.05555555556,77770.886546144,153200.0
2012.0,LA18,F,1,75e3,NA,75e3
2012.0,LA18,S,26,109298.07692307692,42683.253111189246,86500.0
2012.0,LA18,T,49,74566.32653061225,31882.173029105514,61020.0
2012.0,LA19,D,6,146133.33333333334,74293.11318464631,107500.0
2012.0,LA19,S,1,235e3,NA,235e3
2012.0,LA19,T,4,78e3,31927.000067863148,61300.0
2012.0,LA2,D,63,295170.92063492065,128064.48260800062,205e3
2012.0,LA2,F,9,168559.55555555556,97508.75571341159,133900.0
2012.0,LA2,S,70,186387.05714285714,63755.597330149954,145e3
2012.0,LA2,T,65,173660.27692307692,66484.60016436789,13e4
2012.0,LA20,D,7,272e3,129330.32642552687,206e3
2012.0,LA20,F,2,123500.0,61518.28996322963,106100.0
2012.0,LA20,T,7,152084.2857142857,46863.067141457585,139728.0
2012.0,LA21,D,7,435714.28571428574,240666.23796294755,278e3
2012.0,LA21,F,1,125e3,NA,125e3
2012.0,LA21,S,3,287933.3333333333,14510.800575203744,283e3
2012.0,LA21,T,3,253333.33333333334,28431.203515386635,239e3
2012.0,LA22,D,20,504040.0,156830.7012102709,39e4
2012.0,LA22,F,22,263595.4090909091,115423.12253644314,181300.0
2012.0,LA22,S,10,421999.9,203404.45313624665,274499.69999999995
2012.0,LA22,T,29,297224.1379310345,106424.65361255224,217e3
2012.0,LA23,D,34,503425.0,186037.5386728564,379500.0
2012.0,LA23,F,38,199552.5,114489.27605716875,123200.0
2012.0,LA23,S,16,306468.6875,145679.4008118369,197500.0
2012.0,LA23,T,29,220687.72413793104,73768.56583643226,192400.0
2012.0,LA3,D,85,180945.44705882354,42198.727919358484,162596.0
2012.0,LA3,F,51,81320.98039215687,18367.15680282628,75e3
2012.0,LA3,S,154,125184.28571428571,33497.04309176692,105e3
2012.0,LA3,T,75,106236.65333333334,34919.4352472417,89400.0
2012.0,LA4,D,47,197832.44680851063,74495.34179245225,164900.0
2012.0,LA4,F,46,82329.32608695653,35256.83938065814,59975.0
2012.0,LA4,O,1,2e5,NA,2e5
2012.0,LA4,S,183,136742.86338797814,42577.62180473644,113600.0
2012.0,LA4,T,79,94792.39240506329,30842.91258587524,8e4
2012.0,LA5,D,79,271170.4683544304,102558.85102208458,2e5
2012.0,LA5,F,19,206315.7894736842,96985.99706004468,139200.0
2012.0,LA5,O,1,115e3,NA,115e3
2012.0,LA5,S,63,169804.68253968254,69093.64398708266,135e3
2012.0,LA5,T,65,138391.53846153847,58041.056703174814,101800.0
2012.0,LA6,D,54,291457.4074074074,117463.70511594949,217800.0
2012.0,LA6,F,16,117562.5,49589.60744618439,80250.0
2012.0,LA6,S,42,230175.0,80032.38235620478,177200.0
2012.0,LA6,T,49,206603.97959183675,126689.48138139596,135880.0
2012.0,LA7,D,21,317007.7619047619,135038.32152463417,229e3
2012.0,LA7,F,6,136999.83333333334,42979.073979864515,114e3
2012.0,LA7,S,14,221678.2142857143,90297.91307766375,154e3
2012.0,LA7,T,9,199055.55555555556,203160.7190816615,112800.0
2012.0,LA8,D,45,371775.55555555556,173855.91200442077,254399.99999999997
2012.0,LA8,F,7,307071.4285714286,132668.5809864279,207500.0
2012.0,LA8,S,31,230162.7741935484,81856.8111943898,17e4
2012.0,LA8,T,30,221535.83333333334,88763.85848168991,169200.0
2012.0,LA9,D,79,267472.7848101266,78810.68674990442,218e3
2012.0,LA9,F,86,126959.81395348837,59667.96525903337,95750.0
2012.0,LA9,S,140,187017.10714285713,59981.193489160585,155e3
2012.0,LA9,T,150,178441.96,68113.46601479567,136850.0
2012.0,LD1,D,57,190192.1052631579,66704.02361864908,159600.0
2012.0,LD1,F,11,72908.63636363637,20957.428765345845,63e3
2012.0,LD1,S,22,131954.54545454544,26426.857321270498,121500.0
2012.0,LD1,T,9,116666.66666666667,23653.75234502974,100200.0
2012.0,LD2,D,28,230857.14285714287,101504.95856733609,165350.0
2012.0,LD2,F,1,101e3,NA,101e3
2012.0,LD2,S,12,135833.33333333334,37215.79169539661,112550.0
2012.0,LD2,T,16,107134.375,18844.899564161475,98750.0
2012.0,LD3,D,65,245763.84615384616,116702.99124128508,204200.0
2012.0,LD3,F,6,181416.66666666666,189938.5207551819,94250.0
2012.0,LD3,S,66,170025.68181818182,60888.813737616256,14e4
2012.0,LD3,T,53,147751.96226415093,52299.680467093545,115600.0
2012.0,LD4,D,6,228250.0,145438.56091147216,162500.0
2012.0,LD4,S,3,121666.66666666667,14433.756729740644,12e4
2012.0,LD4,T,1,97e3,NA,97e3
2012.0,LD5,D,10,214100.0,47585.47864399157,206750.0
2012.0,LD5,S,1,68e3,NA,68e3
2012.0,LD5,T,2,78500.0,47376.15433949869,65100.0
2012.0,LD6,D,11,198545.45454545456,78264.12158372908,165e3
2012.0,LD6,S,7,125e3,31502.645391564605,109e3
2012.0,LD6,T,10,120695.0,31524.544670251253,109900.0
2012.0,LD7,D,27,190866.66666666666,54055.09297858137,164e3
2012.0,LD7,F,1,55e3,NA,55e3
2012.0,LD7,S,11,133404.54545454544,67028.91336783498,97e3
2012.0,LD7,T,6,103666.66666666667,34296.74425753364,80500.0
2012.0,LD8,D,30,232973.33333333334,55823.63659149098,196200.0
2012.0,LD8,S,7,151642.85714285713,35539.54872827628,128200.0
2012.0,LD8,T,11,133181.81818181818,45466.0712659851,109e3
2012.0,LE1,F,75,97481.86666666667,37785.52408333452,8e4
2012.0,LE1,O,1,135e3,NA,135e3
2012.0,LE1,S,6,141083.33333333334,57881.7040753524,136250.0
2012.0,LE1,T,12,163912.5,40916.556578880474,145050.0
2012.0,LE10,D,202,227338.28712871287,92811.5770905042,177150.0
2012.0,LE10,F,32,80060.9375,20881.18359013684,65150.0
2012.0,LE10,S,243,135510.18106995884,32567.421438565878,117600.0
2012.0,LE10,T,144,120005.20833333333,40658.362042564724,101950.0
2012.0,LE11,D,174,223195.1436781609,70153.5743472562,177450.0
2012.0,LE11,F,33,85224.24242424243,27019.608392598773,65e3
2012.0,LE11,S,205,144509.48780487804,35803.97427532226,124999.0
2012.0,LE11,T,200,122068.985,38044.799527665826,101e3
2012.0,LE12,D,440,269112.54772727273,133295.66476218976,195950.0
2012.0,LE12,F,46,122244.34782608696,61706.78084122879,88500.0
2012.0,LE12,S,294,155842.36394557822,59555.44236505279,125899.99999999999
2012.0,LE12,T,264,144993.19318181818,49883.70520010574,114349.99999999999
2012.0,LE13,D,151,212994.17218543048,68661.04040970752,17e4
2012.0,LE13,F,7,88757.14285714286,20014.482851413468,76800.0
2012.0,LE13,S,111,129051.57657657658,22264.905660763965,12e4
2012.0,LE13,T,86,121000.58139534884,49599.154697603735,1e5
2012.0,LE14,D,114,325827.77192982455,142463.1678538575,241855.0
2012.0,LE14,F,2,81650.0,34436.100243784866,71910.0
2012.0,LE14,S,69,186808.52173913043,92145.29416770667,137680.0
2012.0,LE14,T,37,154928.37837837837,58434.34414002672,117800.0
2012.0,LE15,D,223,349043.9865470852,229970.97587371885,229980.0
2012.0,LE15,F,21,114699.28571428571,23571.697079639503,109995.0
2012.0,LE15,S,89,200675.04494382022,105258.71854818988,148800.0
2012.0,LE15,T,105,169875.57142857142,73102.06378727478,128946.0
2012.0,LE16,D,250,330771.804,176821.76421730767,241747.2
2012.0,LE16,F,72,120632.01388888889,41801.07131570493,99650.0
2012.0,LE16,S,146,188924.58219178082,68081.5007880648,154625.0
2012.0,LE16,T,141,166120.39007092197,64834.177935690364,132e3
2012.0,LE17,D,140,311459.25,162658.55015701344,231400.0
2012.0,LE17,F,3,96500.0,7858.116822750855,92800.0
2012.0,LE17,S,72,156357.63888888888,47752.34723212695,135450.0
2012.0,LE17,T,36,162261.11111111112,80840.44259360632,124475.0
2012.0,LE18,D,59,213836.4406779661,55703.1508971568,185400.0
2012.0,LE18,F,13,67765.38461538461,27094.567295365265,51500.0
2012.0,LE18,S,203,138052.51231527093,24009.61985615814,124099.99999999999
2012.0,LE18,T,101,109452.33663366336,20136.84573972658,99081.0
2012.0,LE19,D,79,243308.25316455695,77140.01905234806,199370.0
2012.0,LE19,F,8,98312.5,30760.523750881934,80500.0
2012.0,LE19,S,80,144326.0625,29286.575041378128,132700.0
2012.0,LE19,T,55,133255.36363636365,27193.77854458601,12e4
2012.0,LE2,D,179,285517.156424581,135734.35396046675,212700.0
2012.0,LE2,F,140,115189.82142857143,41278.10436717921,99350.0
2012.0,LE2,S,368,163660.41032608695,63621.4812025475,13e4
2012.0,LE2,T,339,134052.50737463127,54214.623733166234,106e3
2012.0,LE3,D,164,215022.49390243902,88700.43114381195,162e3
2012.0,LE3,F,34,82066.17647058824,28591.248715637263,64300.0
2012.0,LE3,S,366,130233.89071038252,38111.154973193385,113500.0
2012.0,LE3,T,318,109428.20440251572,28863.33628455722,92e3
2012.0,LE4,D,144,200619.68055555556,72546.74555222256,165e3
2012.0,LE4,F,82,93045.73170731707,27382.499481476418,87600.0
2012.0,LE4,S,345,135122.80289855073,32030.446812849903,118650.0
2012.0,LE4,T,237,117294.14767932489,35054.981147527695,93900.0
2012.0,LE5,D,125,219910.12,53140.55566571819,19e4
2012.0,LE5,F,19,90181.57894736843,46225.24926477567,71300.0
2012.0,LE5,S,205,150789.88780487806,45980.4320771571,120399.99999999999
2012.0,LE5,T,216,118062.49074074074,30166.37782666837,102500.0
2012.0,LE6,D,76,240813.15789473685,134815.3184590982,182500.0
2012.0,LE6,F,2,96475.0,9227.743494484444,93865.0
2012.0,LE6,S,40,153460.0,38018.85193642889,133500.0
2012.0,LE6,T,31,135545.16129032258,57233.430433093774,103e3
2012.0,LE65,D,77,261348.53246753247,107907.8513693372,215e3
2012.0,LE65,F,17,131588.23529411765,47479.678315476995,104400.0
2012.0,LE65,O,1,345e3,NA,345e3
2012.0,LE65,S,48,177612.47916666666,71041.77340577765,145e3
2012.0,LE65,T,36,155420.69444444444,89697.3237548907,122875.0
2012.0,LE67,D,255,198538.00784313725,84620.01901650857,155e3
2012.0,LE67,F,22,82469.81818181818,18739.268071889303,74300.0
2012.0,LE67,S,281,126515.44839857651,35277.11146892667,112e3
2012.0,LE67,T,231,107104.98268398269,30876.78720938452,88e3
2012.0,LE7,D,261,286931.2298850575,156448.02359587248,202500.0
2012.0,LE7,F,23,116904.34782608696,36556.49399168945,88e3
2012.0,LE7,S,190,165058.23684210525,52622.94678141354,141550.0
2012.0,LE7,T,138,159514.70289855072,94199.10741471282,118025.0
2012.0,LE8,D,246,253643.081300813,120277.80442144071,184997.5
