outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
PE8,D,2016,159,408711.4465408805,375e3,154939.00201486592,3e5,285e3,273650,254796,235900,FALSE
PE8,F,2015,13,178692.3076923077,207500,57682.5141260108,127e3,124300,121600,118900,98800,FALSE
PE8,F,2016,15,174580,135e3,79956.81825657075,122500,117400,108300,89810,78350,FALSE
PE8,O,2015,7,478745.71428571426,359260,398513.08543372166,185705,104282.00000000006,49780,49120,48460,FALSE
PE8,O,2016,14,600321.4285714285,405e3,688602.4756748225,230625,221e3,213e3,187e3,157500,FALSE
PE8,S,2015,72,270509.65277777775,234500,118983.59534911392,17e4,165600,158250,145e3,138875,FALSE
PE8,S,2016,89,267639.2247191011,239950,137120.67502326297,19e4,181400,17e4,146200,124100,FALSE
PE8,T,2015,107,180056.9719626168,157e3,90553.30283532456,121250,115e3,113950,108e3,98600,FALSE
PE8,T,2016,93,220843.5483870968,184950,150450.37102881094,135e3,126700,119800,115300,102100,FALSE
PE9,D,2015,217,389469.20276497694,355e3,207622.14781963045,265e3,25e4,233800,221800,203800,FALSE
PE9,D,2016,206,436442.1213592233,372500,242942.59773404434,289996.25,278e3,271875,257e3,233e3,FALSE
PE9,F,2015,59,143512.66101694916,137500,64791.79453545401,9e4,86800,80700,78500,67700,FALSE
PE9,F,2016,86,183087.51162790696,182096,81407.76825625777,119250,105e3,97625,84500,80125,FALSE
PE9,O,2015,5,2245268.8,69e4,3784110.5769873057,517200,449160,381120.00000000006,313079.99999999994,245039.99999999997,FALSE
PE9,O,2016,30,428948.86666666664,275e3,535596.1837873453,7500,7500,7500,7500,7500,FALSE
PE9,S,2015,160,231467.15625,195e3,114568.9969514428,175e3,17e4,165850,155e3,133800,FALSE
PE9,S,2016,191,245992.86910994764,215e3,114490.45210390455,177500,171e3,167750,155e3,146250,FALSE
PE9,T,2015,224,226520.3080357143,186500,120702.18229939931,15e4,146150,143e3,136050,125150,FALSE
PE9,T,2016,203,264113.8669950739,207e3,212583.92144486908,16e4,155e3,152300,145200,136150,FALSE
PL1,D,2015,4,523125,555e3,257353.31582605783,386875,349000.00000000006,311125,273250,235375,FALSE
PL1,D,2016,2,195e3,195e3,28284.2712474619,185e3,183e3,181e3,179e3,177e3,FALSE
PL1,F,2015,382,156642.48952879582,128750,86526.9876235194,103173.75,96e3,9e4,8e4,67050,FALSE
PL1,F,2016,384,156264.1328125,127995,88332.66259586395,99995,9e4,8e4,70150,65e3,FALSE
PL1,O,2015,17,850059,27e4,1624173.5327803646,168e3,117600.00000000001,98529.6,80529.6,48550,FALSE
PL1,O,2016,41,2183053.1219512196,38e4,4933853.03332493,11e4,92500,66e3,5e4,2e4,FALSE
PL1,S,2015,12,234157.91666666666,178475,174688.86517382754,155612.5,141560,129992.5,119845,101800,FALSE
PL1,S,2016,17,222184.70588235295,164950,139970.52983876853,162950,162950,148580,129800,113800,FALSE
PL1,T,2015,226,190491.4115044248,175500,63405.684560463684,149950,145e3,135750,123750,104962.5,FALSE
PL1,T,2016,172,190752.13953488372,170500,85494.43955677243,151462.5,140300,134300,119100,99977.5,FALSE
PL10,D,2015,26,290538.46153846156,277500,135507.70628100255,177500,175e3,16e4,16e4,122500,FALSE
PL10,D,2016,23,237698.34782608695,24e4,83763.95975413114,197500,193200,190600,134000.00000000003,102e3,FALSE
PL10,F,2015,9,177388.88888888888,175e3,53518.55856720275,169e3,153400,137800,118600,95800,FALSE
PL10,F,2016,11,197045.45454545456,182500,61600.914987301345,163500,157e3,155250,153500,144250,FALSE
PL10,O,2015,1,46e4,46e4,NA,46e4,46e4,46e4,46e4,46e4,FALSE
PL10,O,2016,5,343500,36e4,228128.25340145835,122500,119e3,115500,112e3,108500,FALSE
PL10,S,2015,6,198500,175500,51787.06402181919,163e3,16e4,158750,157500,156250,FALSE
PL10,S,2016,15,208963.33333333334,195e3,96783.68086073386,162475,155960,141995,137e3,129e3,FALSE
PL10,T,2015,31,216190.32258064515,185e3,101342.68302756645,158500,136e3,128500,123e3,98e3,FALSE
PL10,T,2016,30,250687.5,239250,113695.6222336032,153125,148e3,135125,126530,114e3,FALSE
PL11,D,2015,50,319152.9,294500,105199.21273125341,234125,222400,206177.5,189750,184675,FALSE
PL11,D,2016,49,312256.1224489796,31e4,119864.02349496433,225e3,217e3,201e3,189500,169400,FALSE
PL11,F,2015,36,116320.97222222222,106500,47750.64074094331,85750,85e3,83e3,78500,68875,FALSE
PL11,F,2016,28,149880,116500,89275.59937880252,89500,85834,83782,74300,59050,FALSE
PL11,O,2015,6,195e3,127500,210950.23109728986,105e3,1e5,82500,65e3,47500,FALSE
PL11,O,2016,3,136666.66666666666,12e4,56862.40703077327,105e3,102e3,99e3,96e3,93e3,FALSE
PL11,S,2015,61,174548.3606557377,167500,39997.981164900804,145e3,14e4,139500,136e3,13e4,FALSE
PL11,S,2016,45,167207.77777777778,168e3,43102.15660544614,143e3,136400,13e4,118800,11e4,FALSE
PL11,T,2015,62,162482.25806451612,153e3,51095.4772442489,132250,127e3,120750,118e3,110300.00000000001,FALSE
PL11,T,2016,74,157653.37837837837,145250,48997.87969348886,131625,125e3,12e4,118300,105010,FALSE
PL12,D,2015,125,285915.28,259950,116939.57982634148,215e3,209100,198e3,185500,160840,FALSE
PL12,D,2016,125,306751.2,281500,118161.30027049001,235500,228400,205999.99999999997,187500,175600,FALSE
PL12,F,2015,36,117792.77777777778,108750,51167.45386396156,84250,79950,79237.5,78475,71587.5,FALSE
PL12,F,2016,30,137065,116250,63603.85906476929,96250,92400,90700,87950,68325,FALSE
PL12,O,2015,6,404500,229500,576014.4963453611,62250,2e4,17e3,14e3,11e3,FALSE
PL12,O,2016,9,528862.2222222222,445e3,437325.4518598757,145e3,129e3,113000.00000000001,104e3,102e3,FALSE
PL12,S,2015,86,193180.81395348837,181e3,64357.507980400645,156e3,15e4,14e4,137750,133250,FALSE
PL12,S,2016,90,200930.55555555556,185e3,72478.07715597328,165e3,16e4,158050,15e4,134775,FALSE
PL12,T,2015,129,166405.42635658916,155e3,52704.947526414566,138e3,135600,131500,124700,111600,FALSE
PL12,T,2016,136,172573.5294117647,163250,48049.50300015695,145e3,140500,133125,127250,114625,FALSE
PL13,D,2015,108,311294.6296296296,285747.5,124655.35431798315,235625,222500,208100,194100,130250,FALSE
PL13,D,2016,74,338458.1081081081,282250,141997.35069567634,230625,222600,215e3,205e3,196625,FALSE
PL13,F,2015,39,154748.58974358975,145e3,74771.40952815628,112500,107400,94900,72e3,69850,FALSE
PL13,F,2016,31,173237.09677419355,15e4,73242.97801125367,115750,11e4,101250,92500,85725,FALSE
PL13,O,2015,9,637673.5555555555,315e3,786229.7250967924,23e4,156000.00000000003,82000.00000000003,43e3,39e3,FALSE
PL13,O,2016,9,234777.44444444444,55e3,366335.5862850042,3e4,26e3,22e3,18e3,14e3,FALSE
PL13,S,2015,49,185431.6326530612,165e3,74549.07688191437,145e3,139000.00000000003,112999.99999999999,107900,99600,FALSE
PL13,S,2016,40,207272.5,198975,64374.034172490894,165750,157e3,144242.5,136350,124125.00000000001,FALSE
PL13,T,2015,43,189050.81395348837,175e3,75604.16876363865,136497.5,132e3,126485,118300,105500,FALSE
PL13,T,2016,70,176060.7142857143,16e4,68632.797802982,13e4,125e3,118425,109050,93837.5,FALSE
PL14,D,2015,174,251164.6724137931,225e3,105998.28954772033,184237.5,175e3,167950,152900,139125,FALSE
PL14,D,2016,193,247386.89119170984,225e3,105104.37560975387,194950,183300,175e3,162990,14e4,FALSE
PL14,F,2015,29,105506.44827586207,107500,41349.07361338013,73e3,67800,65500,63700,50200.00000000001,FALSE
PL14,F,2016,27,98637.03703703704,94e3,30202.46294271823,74e3,72600,71795,68370,65300,FALSE
PL14,O,2015,10,187681.3,152956.5,161950.79255135218,129e3,105399.99999999997,54549.99999999996,14349.999999999998,11425,FALSE
PL14,O,2016,26,265264.73076923075,143616.5,302863.21563683596,26e3,11e3,8e3,5750,4625,FALSE
PL14,S,2015,112,170719.55357142858,152500,63308.5957777335,139375,135e3,131950,127150,116627.5,FALSE
PL14,S,2016,104,162638.5576923077,156750,48294.738349725885,139375,132e3,127e3,12e4,106125,FALSE
PL14,T,2015,129,147154.6899224806,142500,41031.070517467015,12e4,115e3,108800,102860,95e3,FALSE
PL14,T,2016,139,140933.07194244605,135e3,41828.05187747037,114975,109600,104925,96566.4,87350,FALSE
PL15,D,2015,149,264451.3422818792,24e4,96927.53056081918,2e5,186800,178390,165800,149100,FALSE
PL15,D,2016,164,282408.1219512195,26e4,112970.08357135975,201500,186200,179450,167150,145150,FALSE
PL15,F,2015,26,88102,9e4,22930.73274014592,72e3,67e3,62e3,62e3,5e4,FALSE
PL15,F,2016,22,98590.90909090909,98250,28831.0498808045,75250,73400,72575,72050,63450,FALSE
PL15,O,2015,8,398125,375e3,279670.4374284643,171e3,158400,145800,108600.00000000003,67300.00000000001,FALSE
PL15,O,2016,19,314375.4210526316,285e3,218422.16865900255,135500,103999.99999999999,77e3,62999.99999999999,32800,FALSE
PL15,S,2015,55,163123.41818181818,165250,43299.63989487198,145e3,14e4,138050,123780,80660.1,FALSE
PL15,S,2016,70,179223.92857142858,169250,54735.37698235594,15e4,146100,140525,134e3,104050,FALSE
PL15,T,2015,60,148612.5,14e4,48796.13473248172,125750,120800,111700,105e3,93350,FALSE
PL15,T,2016,86,149275.2906976744,137750,50914.22670909467,123250,12e4,111500,102500,90257.5,FALSE
PL16,D,2015,11,311909.0909090909,26e4,149014.39832811765,226500,223e3,219e3,215e3,172500,FALSE
PL16,D,2016,23,299586.95652173914,275e3,139008.14660347928,225e3,212800,207200,173200,156e3,FALSE
PL16,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL16,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL16,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL16,O,2016,1,157e3,157e3,NA,157e3,157e3,157e3,157e3,157e3,FALSE
PL16,S,2015,9,173883.33333333334,169e3,51369.105501264086,135e3,133400,131800,125800,115400,FALSE
PL16,S,2016,9,200111.11111111112,183e3,48025.23931341843,159e3,158200,157400,156600,155800,FALSE
PL16,T,2015,4,168975,172475,30968.8149595686,152500,148e3,143500,139e3,134500,FALSE
PL16,T,2016,5,175400,165e3,34326.37469934744,15e4,148400,146800,145200,143600,FALSE
PL17,D,2015,82,274053.65853658534,259975,84450.90939451734,21e4,205200,196037.5,192300,19e4,FALSE
PL17,D,2016,103,277981.5533980582,265e3,101975.20051037862,225e3,217e3,21e4,184600,105000.00000000003,FALSE
PL17,F,2015,8,92931.25,86725,27971.451485653826,71e3,69600,68200,65e3,61500,FALSE
PL17,F,2016,14,82214.28571428571,80500,22918.513079129756,71125,65800,57850,55900,52025,FALSE
PL17,O,2015,1,43500,43500,NA,43500,43500,43500,43500,43500,FALSE
PL17,O,2016,12,2272389.5833333335,174e3,3813361.1454341207,68750,44000.00000000001,34125,32750,30475,FALSE
PL17,S,2015,39,171673.07692307694,158500,52848.4412534086,140500,133e3,125250,117200.00000000001,96450,FALSE
PL17,S,2016,33,176316.66666666666,16e4,78810.30296964139,141500,14e4,126e3,117600,73300,FALSE
PL17,T,2015,58,116993.36206896552,126e3,39224.85939044192,92125,83200,69124.99999999999,56840,39925,FALSE
PL17,T,2016,61,127250.0655737705,124500,77059.09208909504,85e3,73500,56e3,47e3,38e3,FALSE
PL18,D,2015,43,289108.1395348837,281e3,111319.44324364592,215e3,203400,185100,168400,152300,FALSE
PL18,D,2016,43,288023.25581395347,26e4,97592.14836492031,216500,207770,199965,180990,168745,FALSE
PL18,F,2015,5,124700,11e4,53585.912327775106,104e3,98700,93400,88100,82800,FALSE
PL18,F,2016,5,108500,11e4,13874.436925511607,105e3,101500,98e3,94500,91e3,FALSE
PL18,O,2015,2,185750,185750,119147.49262993326,143625,135200,126775,118350.00000000001,109925.00000000001,FALSE
PL18,O,2016,1,5e4,5e4,NA,5e4,5e4,5e4,5e4,5e4,FALSE
PL18,S,2015,19,186710.52631578947,167500,78726.37490233599,140500,14e4,137e3,128800,123300,FALSE
PL18,S,2016,26,169371.15384615384,171250,40271.921168667686,15e4,15e4,120875,108500,105875,FALSE
PL18,T,2015,37,158275.67567567568,158e3,41581.59752826968,126e3,123e3,122e3,118e3,104400,FALSE
PL18,T,2016,50,147342.9,141250,47971.836657946864,108500,106920,103525,97700,87500,FALSE
PL19,D,2015,126,330330.1666666667,28e4,140696.64060630588,245250,235e3,216250,2e5,199237.5,FALSE
PL19,D,2016,116,354875.775862069,33e4,132448.8322869455,262375,249950,235750,220250,2e5,FALSE
PL19,F,2015,38,143590.7894736842,131750,50256.71644674506,111500,108500,105550,98200,90400.00000000001,FALSE
PL19,F,2016,52,159656.42307692306,132250,79964.68811363935,109750,89790.00000000001,85583,78537.5,78141,FALSE
PL19,O,2015,4,246835,238750,78729.50886844569,210585,200436,190287,180138,169988.99999999997,FALSE
PL19,O,2016,9,485500,33e4,396238.40677046945,255e3,193000.00000000003,131000.00000000003,83600,50799.99999999999,FALSE
PL19,S,2015,60,233523.33333333334,191500,105309.93782948368,170750,168800,160730,151800,144625,FALSE
PL19,S,2016,57,240175.43859649124,2e5,124084.45573004725,165e3,16e4,152e3,147100,14e4,FALSE
PL19,T,2015,100,189060.1,168500,79052.14293116982,145e3,142e3,136700,121800,115e3,FALSE
PL19,T,2016,90,185941.76666666666,178450,51535.74833022394,154144.25,150400,145350,135050,126125,FALSE
PL2,D,2015,31,264316.12903225806,284995,61960.258078729756,232997.5,21e4,185e3,151995,149972.5,FALSE
PL2,D,2016,37,266240.4054054054,274995,77404.93131701747,182500,176300,17e4,164200,139995,FALSE
PL2,F,2015,88,95190.72727272728,96e3,29434.39501348418,73998.5,67628.4,62513.75,55700,5e4,FALSE
PL2,F,2016,75,95319.26666666666,9e4,34702.19688595683,71e3,66900,60100,51400,4e4,FALSE
PL2,O,2015,3,297066.6666666667,2e5,239628.49023714467,160600,152720,144840,136960,129080,FALSE
PL2,O,2016,5,504187.2,228200,644798.0546025244,193e3,163200,133400,103599.99999999999,73800,FALSE
PL2,S,2015,157,161205.03184713377,163e3,41321.57773727544,125e3,118840,114380,107800,104e3,FALSE
PL2,S,2016,165,165731.0909090909,166e3,40684.065643422,135e3,13e4,12e4,110040,1e5,FALSE
PL2,T,2015,396,149900.22222222222,145e3,38121.48283149557,121e3,118e3,114250,11e4,1e5,FALSE
PL2,T,2016,362,149184.52762430938,137500,38988.112347007664,123e3,118600,114e3,107050,100525,FALSE
PL20,D,2015,99,350273.7373737374,296e3,169523.51897866535,240750,216800,208500,191600,165e3,FALSE
PL20,D,2016,79,343148.15189873416,315e3,132331.130853249,25e4,245e3,228500,212500,176850,FALSE
PL20,F,2015,6,103583.33333333333,117500,31591.797458623125,108625,106500,89875,73250,56625,FALSE
PL20,F,2016,9,117277.77777777778,119e3,38500.90186533875,107e3,95400,83800,74e3,66e3,FALSE
PL20,O,2015,1,41e4,41e4,NA,41e4,41e4,41e4,41e4,41e4,FALSE
PL20,O,2016,8,452872.125,451250,269836.12630443345,278831.75,210556.20000000007,142280.64999999997,118373.90000000001,101861.95000000001,FALSE
PL20,S,2015,59,217930.93220338982,186e3,89696.31346687024,159975,15e4,148465,140790,125e3,FALSE
PL20,S,2016,43,193503.48837209304,176e3,91376.12183882305,149250,135200,130300,127600,86050,FALSE
PL20,T,2015,49,179009.79591836734,148e3,75540.64657768127,129950,126200,125e3,115680.00000000001,105400,FALSE
PL20,T,2016,55,191591.27272727274,175e3,69848.99784017015,147875,137e3,135e3,122e3,105e3,FALSE
PL21,D,2015,101,343619.1386138614,29e4,149916.07271944056,248e3,24e4,232e3,22e4,205e3,FALSE
PL21,D,2016,105,337713.3333333333,299e3,121074.29205043001,264e3,25e4,243e3,235400,22e4,FALSE
PL21,F,2015,19,149918.42105263157,136e3,45339.23126623196,125500,120300,114900,105800,88250,FALSE
PL21,F,2016,18,151422.22222222222,131975,64870.35084151044,109962.5,108780,106650,105e3,103462.5,FALSE
PL21,O,2015,4,283750,168500,297133.3875551517,86250,85800,85350,84900,84450,FALSE
PL21,O,2016,7,715e3,575e3,587416.6607556627,465e3,438e3,387999.99999999994,292e3,196e3,FALSE
PL21,S,2015,74,207435.8108108108,196250,71082.81515934365,18e4,170200,164997.5,161050,155e3,FALSE
PL21,S,2016,94,214276.17021276595,205e3,62624.8562955256,183462.5,175e3,171897.5,167635,158900,FALSE
PL21,T,2015,102,187881.54901960783,168e3,71558.92680814335,145950,142100,137575,13e4,123100,FALSE
PL21,T,2016,99,200226.7676767677,177e3,90315.37298604674,157750,155e3,149700,146200,134650,FALSE
PL22,D,2015,20,354735,292500,223917.5818183298,233e3,222000.00000000003,187750,173500,159250,FALSE
PL22,D,2016,26,360953.3076923077,375e3,134429.38832138432,262500,238e3,222500,212500,21e4,FALSE
PL22,F,2015,2,6e4,6e4,0,6e4,6e4,6e4,6e4,6e4,FALSE
PL22,F,2016,2,151750,151750,50558.13485483815,133875,130300,126725,123150,119575.00000000001,FALSE
PL22,O,2015,2,44500,44500,60104.07640085654,23250,18999.999999999996,14749.999999999993,10500.000000000007,6250.000000000004,FALSE
PL22,O,2016,5,206e3,22e4,155298.1004391232,125e3,104e3,83000.00000000001,61999.999999999985,40999.99999999999,FALSE
PL22,S,2015,8,220467.5,198370,76600.52139882227,177500,167e3,156500,149e3,142e3,FALSE
PL22,S,2016,15,179696.66666666666,166500,50985.20256851375,145e3,141200,127900,125400,122900,FALSE
PL22,T,2015,31,206462.90322580645,18e4,105193.16356726954,150500,137300,130275,125e3,96750,FALSE
PL22,T,2016,30,225048.33333333334,218500,103689.0547904326,149750,143800,137700,128800,109475,FALSE
PL23,D,2015,54,436025,318e3,402111.5029758185,276250,259400,245e3,239500,23e4,FALSE
PL23,D,2016,51,401203.92156862747,3e5,278146.44826837844,247500,24e4,222500,209950,177475,FALSE
PL23,F,2015,10,214450,222500,63934.189253916054,157e3,148e3,143500,139250,135875,FALSE
PL23,F,2016,18,204969.44444444444,173e3,108391.1043925557,141750,139400,134950,129250,113625.00000000001,FALSE
PL23,O,2015,5,1208e3,475e3,1710367.6505359893,35e3,34e3,33e3,32e3,31e3,FALSE
PL23,O,2016,13,449192.3076923077,4e5,630079.4109495755,25e3,20800,17700,16800,15900,FALSE
PL23,S,2015,12,313958.3333333333,247500,270767.38241300016,169500,161800,140625,111750,106500,FALSE
PL23,S,2016,12,438156.25,215e3,448699.08904989384,181500,180400,160531.25,129937.5,116331.25,FALSE
PL23,T,2015,40,306195.375,237e3,217605.4528250952,167875,166e3,149650,125e3,106500,FALSE
PL23,T,2016,43,266445.3488372093,245e3,199445.35937609864,15e4,125e3,106500,106500,106500,FALSE
PL24,D,2015,66,240834.84848484848,202500,107922.24194002507,177125,174e3,169500,158e3,150750,FALSE
PL24,D,2016,54,225549.53703703705,202e3,87141.43168061711,176875,169500,147149.99999999997,121312.5,91500,FALSE
PL24,F,2015,8,130437.5,142500,37788.355632768296,94375,93500,92625,87550,81775,FALSE
PL24,F,2016,7,136166.7142857143,142e3,40255.749762049665,104583.5,98533.40000000001,93450,90300,87150,FALSE
PL24,O,2015,1,695e3,695e3,NA,695e3,695e3,695e3,695e3,695e3,FALSE
PL24,O,2016,6,180278.33333333334,174500,113714.68162320407,131e3,125e3,94917.5,64835,34752.5,FALSE
PL24,S,2015,58,161652.77586206896,149e3,55889.32811449098,136500,131e3,125e3,108716.20000000001,1e5,FALSE
PL24,S,2016,60,160870.83333333334,152e3,47934.005914617635,132875,128e3,126925,124805,106500,FALSE
PL24,T,2015,63,138706.3492063492,137950,31680.065844953737,122750,118500,105525,1e5,85e3,FALSE
PL24,T,2016,53,143377.98113207548,137e3,44510.614490120206,121500,113520,102400,98790,84142.8,FALSE
PL25,D,2015,221,232558.92307692306,218e3,87326.30332306142,189e3,180500,173e3,162e3,14e4,FALSE
PL25,D,2016,217,254936.14285714287,24e4,88512.99164054988,207e3,193200,185970,179170,139200,FALSE
PL25,F,2015,90,121493.76666666666,115750,38442.99956028581,9e4,84602.4,79675,79150,76350,FALSE
PL25,F,2016,46,119082.39130434782,1e5,56388.80598861139,84500,8e4,78250,71500,61212.5,FALSE
PL25,O,2015,3,1052e3,528e3,1269853.5348614028,328e3,287999.99999999994,248000.00000000003,207999.99999999997,168000.00000000003,FALSE
PL25,O,2016,15,473793.3333333333,17e4,975059.7201246311,146e3,121e3,89500,79e3,52740.000000000015,FALSE
PL25,S,2015,121,171469.52892561984,162e3,74716.88605396534,136e3,128e3,120155,114e3,97688,FALSE
PL25,S,2016,144,171023.65972222222,167500,46487.04920008317,139500,135e3,128450,11e4,100375,FALSE
PL25,T,2015,140,165496,145500,83314.49474062058,123750,118900,11e4,106300,89602.5,FALSE
PL25,T,2016,153,168160.77777777778,148e3,74519.09411777966,116500,111700,109392,102131,94e3,FALSE
PL26,D,2015,203,266439.4088669951,235e3,132039.1325456632,173750,163500,151484.99999999997,14e4,125150,FALSE
PL26,D,2016,220,262837.4954545455,23e4,130648.69216859875,18e4,17e4,161275,147e3,136900,FALSE
PL26,F,2015,68,145885.10294117648,139e3,72303.66557028552,73750,7e4,66e3,66e3,60450,FALSE
PL26,F,2016,20,157510,151e3,84714.78246694052,90750,83200,78500,68e3,49450,FALSE
PL26,O,2015,5,15e4,75e3,128695.3767623375,5e4,5e4,5e4,5e4,5e4,FALSE
PL26,O,2016,24,632438.5,252500,1706109.9707133411,135325,133770,128150,111e3,75250.00000000001,FALSE
PL26,S,2015,105,155979.52380952382,137500,76789.21846122961,124e3,12e4,105600,99360,85200,FALSE
PL26,S,2016,104,163076.92307692306,146250,70934.88567675716,126812.5,122340,118900,112e3,90792.5,FALSE
PL26,T,2015,125,157762.4,134e3,82395.01113000048,115e3,111600,106900,94400,86900,FALSE
PL26,T,2016,117,149370.79487179487,13e4,61036.57908787699,115e3,109200,105200,99950,89800,FALSE
PL27,D,2015,127,548698.1417322835,357e3,581418.9256862648,272500,257180,243e3,234e3,222150,FALSE
PL27,D,2016,120,528451.6083333333,382475,413245.03040375444,289375,27e4,254700,234500,219750,FALSE
PL27,F,2015,33,214065.15151515152,165e3,144895.38871029532,124e3,113480,106200,99600,88920,FALSE
PL27,F,2016,63,200732.2857142857,195e3,91946.49359965767,124e3,124e3,120900,111e3,92650,FALSE
PL27,O,2015,7,1412499.2857142857,35e4,1838230.8127209991,217500,168000.00000000003,129750,114e3,98250,FALSE
PL27,O,2016,19,733326.3157894737,233e3,1000951.2230551859,135e3,13e4,127e3,112500,80249.99999999999,FALSE
PL27,S,2015,73,240668.49315068492,189950,221976.36221548475,16e4,158780,153e3,140500,93500,FALSE
PL27,S,2016,70,278792.5,246500,138504.28624077025,172e3,165e3,16e4,154772.5,136700,FALSE
PL27,T,2015,72,227453.66666666666,195250,113622.32811516343,15e4,138600,127650,123200,118200,FALSE
PL27,T,2016,76,282846.3157894737,231e3,149857.6093327005,184218.75,17e4,166962.5,157500,133312.5,FALSE
PL28,D,2015,56,511590.1785714286,437500,339791.52718577354,303375,272500,252e3,162475,146250,FALSE
PL28,D,2016,57,584890.8771929825,5e5,423822.28175464866,385e3,344960,316400,281e3,147500,FALSE
PL28,F,2015,5,466753.6,475e3,132591.6308248752,362500,351e3,339500,328e3,316500,FALSE
PL28,F,2016,9,331427.77777777775,336e3,140489.0233948704,335e3,248740.00000000003,162480.00000000006,115480,107740,FALSE
PL28,O,2015,7,366548.85714285716,95e3,583360.3538829804,63795,48918.00000000001,35600,25400.000000000004,15200.000000000002,FALSE
PL28,O,2016,12,414125,295e3,320522.1680746477,144125,14e4,125025,103850,68500,FALSE
PL28,S,2015,20,330375,259e3,189896.98557791524,208e3,200800,195850,194e3,184850,FALSE
PL28,S,2016,25,318452,292500,160721.68651637112,237500,231000.00000000003,204200,149600.00000000003,104800,FALSE
PL28,T,2015,35,348959.6,3e5,206398.89984747267,217750,194800,182e3,162800,123500,FALSE
PL28,T,2016,40,312615,276e3,158526.14368226216,228750,219600,195575,163500,145950,FALSE
PL29,D,2015,15,464606.8,417e3,169329.96007592478,355e3,330800.00000000006,316100,296600,264330.60000000003,FALSE
PL29,D,2016,11,354090.9090909091,335e3,153245.1986493897,26e4,25e4,235e3,22e4,185e3,FALSE
PL29,F,2015,3,195933.33333333334,192500,37767.22565046754,176250,173e3,169750,166500,163250.00000000003,FALSE
PL29,F,2016,2,292500,292500,24748.737341529162,283750,282e3,280250,278500,276750,FALSE
PL29,O,2015,1,34e4,34e4,NA,34e4,34e4,34e4,34e4,34e4,FALSE
PL29,O,2016,4,277250,25e4,222823.36053475185,159750,135600,111449.99999999999,87300,63149.999999999985,FALSE
PL29,S,2015,10,334500,345e3,69184.13434050068,291250,279600,267450,255200,242600,FALSE
PL29,S,2016,6,353750,29e4,164421.3337739358,236250,23e4,221250,212500,203750,FALSE
PL29,T,2015,12,351650,322e3,173926.57019035885,241250,222e3,195050,163700.00000000003,145760,FALSE
PL29,T,2016,9,304055.55555555556,282500,76920.59397702137,245e3,243e3,241e3,239e3,237e3,FALSE
PL3,D,2015,70,315392.4285714286,272500,123399.46357534635,239995,225200.00000000003,219967.5,205e3,193250,FALSE
PL3,D,2016,56,324191.96428571426,274975,176945.6549279739,218125,2e5,189250,163500,149250,FALSE
PL3,F,2015,76,114258.55263157895,107500,45372.81299644674,84625,8e4,75250,71375,65750,FALSE
PL3,F,2016,83,129291.56626506025,117500,48679.77920671434,91900,89380,83e3,79200,75100,FALSE
PL3,O,2015,2,1717500,1717500,2308703.6405740776,901250,737999.9999999999,574749.9999999998,411500.0000000003,248250.00000000015,FALSE
PL3,O,2016,4,1105428,195e3,1938426.343730742,110500,92800.00000000001,75100,57400.00000000001,39699.99999999999,FALSE
PL3,S,2015,151,197994.60927152316,179995,79952.17543581693,139975,129950,125e3,118500,114e3,FALSE
PL3,S,2016,147,218381.24489795917,189950,107325.35118568863,151e3,145420,14e4,131980,118950,FALSE
PL3,T,2015,299,188960.90301003345,179e3,73776.90538696469,135e3,13e4,123350,118900,112450,FALSE
PL3,T,2016,294,188805.92517006802,183750,65021.821197062585,135250,128e3,121500,115650,11e4,FALSE
PL30,D,2015,115,324798.6956521739,285e3,145599.37771894288,240525,22e4,205999.99999999997,192e3,155600,FALSE
PL30,D,2016,98,374825.51020408166,32e4,258477.43168995623,251250,23e4,213250,183500,132e3,FALSE
PL30,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL30,F,2016,2,127500,127500,74246.21202458748,101250,96e3,90750,85500.00000000001,80250,FALSE
PL30,O,2015,2,247750,247750,349664.30329674773,124125,99399.99999999997,74674.99999999996,49950.000000000044,25225.000000000022,FALSE
PL30,O,2016,18,1557666.6666666667,375e3,2326329.91059763,147500,131e3,118250,101750,81375,FALSE
PL30,S,2015,22,212225,218750,59940.68049806766,168875,168100,156950,152300,129675,FALSE
PL30,S,2016,32,193639.0625,182500,93111.09972844875,134750,118800.00000000001,11e4,11e4,92900,FALSE
PL30,T,2015,22,172929.54545454544,159500,45769.16371753582,142750,140400,139150,130450,127125,FALSE
PL30,T,2016,26,179273.65384615384,18e4,46081.37201858669,156e3,15e4,126468.75,121187.5,108500,FALSE
PL31,D,2015,76,239882.2105263158,239500,60913.51686805719,201750,192500,185503.25,179500,157125,FALSE
PL31,D,2016,98,248632.04081632654,238750,75772.16724693366,2e5,192e3,18e4,171400,164775,FALSE
PL31,F,2015,21,104740.47619047618,12e4,37025.99633719402,74e3,72800,7e4,5e4,4e4,FALSE
PL31,F,2016,44,108635.61363636363,115475,37888.286291452474,90750,78200,57250,49150,45300,FALSE
