outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
PL31,O,2015,6,218175.66666666666,182500,162192.64210397052,12e4,11e4,9e4,7e4,5e4,FALSE
PL31,O,2016,10,513205.9,253500,798885.5864415754,155e3,118666.59999999998,70666.44999999995,30899.699999999997,19949.85,FALSE
PL31,S,2015,67,157606.5671641791,152500,40083.19410177691,140100,134600,129900,122500,85300,FALSE
PL31,S,2016,78,164513.91025641025,155250,47510.5955349199,134250,13e4,123650,118100,111750,FALSE
PL31,T,2015,91,143406.65934065933,146e3,38274.78538040409,121e3,112e3,105500,97500,83250,FALSE
PL31,T,2016,109,143748.66972477065,145e3,34754.17308837278,117500,113200,11e4,101800,95e3,FALSE
PL32,D,2015,28,242641.07142857142,237500,97835.2158190755,176875,163e3,157150,12e4,109600,FALSE
PL32,D,2016,40,300223.75,305e3,103807.08191066586,21e4,204e3,194250,189100,174750,FALSE
PL32,F,2015,2,13e4,13e4,7071.067811865475,127500,127e3,126500,126e3,125500,FALSE
PL32,F,2016,4,78500,79500,25800.516790689806,60500,58400,56300,54200,52100,FALSE
PL32,O,2015,3,296666.6666666667,3e5,105039.67504392487,245e3,234e3,223e3,212e3,201e3,FALSE
PL32,O,2016,9,82222.22222222222,15500,119038.36333066935,15e3,15e3,15e3,14e3,12e3,FALSE
PL32,S,2015,17,186294.11764705883,167500,65812.48428858536,127500,123100,121100,120300,118e3,FALSE
PL32,S,2016,17,202897.0588235294,19e4,60598.77389072178,155e3,152600,152e3,149200,139600,FALSE
PL32,T,2015,23,142222.8260869565,135e3,46820.16423668543,115e3,11e4,101950,97300,74950,FALSE
PL32,T,2016,21,143593.09523809524,15e4,36018.08922181292,101955,1e5,1e5,99e3,96e3,FALSE
PL33,D,2015,22,277545.45454545453,201250,263307.03194862284,171250,164400,158325,137250,132150,FALSE
PL33,D,2016,8,227875,206500,68286.03182831129,191e3,174200,157400,152600,149800,FALSE
PL33,F,2015,1,85e3,85e3,NA,85e3,85e3,85e3,85e3,85e3,FALSE
PL33,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL33,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL33,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL33,S,2015,5,176e3,153e3,65570.5726679278,15e4,142400,134800,127200,119600,FALSE
PL33,S,2016,7,170764.2857142857,164950,45695.8578929363,143975,140390,137950,137800,137650,FALSE
PL33,T,2015,25,144556,132e3,37475.03424503661,121e3,12e4,119200,117400,95400,FALSE
PL33,T,2016,15,137330,127500,24927.85160647194,121500,118500,113250,111e3,108500,FALSE
PL34,D,2015,25,296179.6,275e3,114506.54342583804,2e5,189e3,182200,177400,171400,FALSE
PL34,D,2016,25,292360,28e4,96600.39251127986,205e3,198e3,188e3,183500,180500,FALSE
PL34,F,2015,1,94e3,94e3,NA,94e3,94e3,94e3,94e3,94e3,FALSE
PL34,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL34,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL34,O,2016,1,192e3,192e3,NA,192e3,192e3,192e3,192e3,192e3,FALSE
PL34,S,2015,6,226983.33333333334,214975,87826.42351061932,162462.5,149950,149212.5,148475,147737.5,FALSE
PL34,S,2016,7,237642.85714285713,225e3,67135.87856337467,184e3,182200,180700,179800,178900,FALSE
PL34,T,2015,3,131e3,125e3,44305.75583375144,107500,104e3,100500,97e3,93500,FALSE
PL34,T,2016,9,227455.55555555556,238e3,71477.74323366524,169100,165460,161820,158e3,154e3,FALSE
PL35,D,2015,9,338277.77777777775,308e3,108731.63957397334,253e3,251800,250600,248600,245800,FALSE
PL35,D,2016,12,366330,38e4,135845.4920455254,269250,245600.00000000003,227550,212700,187500,FALSE
PL35,F,2015,1,29e4,29e4,NA,29e4,29e4,29e4,29e4,29e4,FALSE
PL35,F,2016,1,85e3,85e3,NA,85e3,85e3,85e3,85e3,85e3,FALSE
PL35,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL35,O,2016,1,31e4,31e4,NA,31e4,31e4,31e4,31e4,31e4,FALSE
PL35,S,2015,7,181850,173e3,31614.988533921693,161e3,160400,159300,157200,155100,FALSE
PL35,S,2016,6,205e3,201500,55964.27431853289,162e3,15e4,148500,147e3,145500,FALSE
PL35,T,2015,12,210041.66666666666,201250,64574.64262151955,168500,165200,161375,157250,143450,FALSE
PL35,T,2016,8,190750,182500,49916.35861261173,161e3,148400,135800,133700,133350,FALSE
PL4,D,2015,4,207375,207250,65822.20370057508,162750,157200,151650,146100,140550,FALSE
PL4,D,2016,1,172e3,172e3,NA,172e3,172e3,172e3,172e3,172e3,FALSE
PL4,F,2015,248,118137.18145161291,1e5,74240.70408229543,77812.5,75e3,7e4,59100,52175,FALSE
PL4,F,2016,224,107872.94642857143,1e5,53485.037497628044,75e3,70600,65e3,60300,52075,FALSE
PL4,O,2015,18,1092276.888888889,328750,1965940.3096115098,161125,14e4,119799.99999999999,94750,74625.00000000001,FALSE
PL4,O,2016,37,584388.9189189189,16e4,1012208.7572901973,89e3,44799.999999999985,33099.99999999999,9883.6,7879.999999999999,FALSE
PL4,S,2015,25,166044,14e4,68657.8387124636,125e3,116200,111400,105400,97e3,FALSE
PL4,S,2016,29,203275.8620689655,16e4,87839.29992228671,145e3,142600,141200,124800,118500,FALSE
PL4,T,2015,376,171728.63563829788,16e4,53984.48072387921,135e3,13e4,126077,121250,11e4,FALSE
PL4,T,2016,379,172689.35092348285,16e4,53884.10521509616,14e4,136e3,13e4,124e3,112450,FALSE
PL5,D,2015,21,258095.2380952381,245e3,103197.82205158439,185e3,185e3,179500,151500,135e3,FALSE
PL5,D,2016,34,269805.8823529412,231e3,114184.33778173085,180500,175300,169125,142e3,124300,FALSE
PL5,F,2015,75,81896.37333333334,75e3,22732.830764368995,67500,65e3,62100,59080,53400,FALSE
PL5,F,2016,62,84954.83870967742,8e4,23652.095373292603,69250,66300,62582.5,59100,52100,FALSE
PL5,O,2015,6,194101.83333333334,148750,146717.33510450178,130708.25,125111,95583.25,66055.5,36527.75,FALSE
PL5,O,2016,14,108178.57142857143,45e3,132383.12801266476,45e3,37e3,25e3,25e3,19575,FALSE
PL5,S,2015,224,144584.39732142858,14e4,36255.028628706576,12e4,116840,112725,108600,97875,FALSE
PL5,S,2016,231,150465.23376623375,148e3,37553.36579272898,125e3,121e3,118250,115e3,105e3,FALSE
PL5,T,2015,248,130586.25403225806,125e3,29704.213255113267,115e3,113200,11e4,105e3,95375,FALSE
PL5,T,2016,262,133619.606870229,13e4,33624.691591601215,115e3,112e3,109e3,97600,92e3,FALSE
PL6,D,2015,160,298384.05625,28e4,87269.18451205632,244e3,237800,232125,217250,204875,FALSE
PL6,D,2016,174,317164.9367816092,285e3,98868.91977549878,249999.25,242300,239852.5,225300,21e4,FALSE
PL6,F,2015,35,101798.62857142858,104e3,27882.22311489117,84e3,78200,75e3,71e3,66800,FALSE
PL6,F,2016,35,112612.85714285714,108500,41953.863565436106,91750,84200,76950,70400,64200,FALSE
PL6,O,2015,13,1008930.7692307692,216e3,1645818.2859579888,125e3,120236,115648,111412,108549.6,FALSE
PL6,O,2016,33,358057.9393939394,2e5,606075.7805321738,135e3,135e3,125599.99999999999,97600,88e3,FALSE
PL6,S,2015,132,186281.37878787878,183250,39897.830914568345,166750,158390,153742.5,135350,115375,FALSE
PL6,S,2016,153,200046.39869281047,192e3,47834.87444259348,17e4,164400,158800,137600,125e3,FALSE
PL6,T,2015,295,150511.01016949152,14e4,47631.717684273346,125e3,122400,119762,114200,105e3,FALSE
PL6,T,2016,330,157413.90606060607,145e3,48243.74342357798,13e4,128800,12e4,113e3,105e3,FALSE
PL7,D,2015,99,285168.8888888889,27e4,79914.87542735183,235750,225e3,214550,199200,190900,FALSE
PL7,D,2016,106,291424.5283018868,27e4,85635.13248919538,235e3,229950,219462.5,211500,206687.5,FALSE
PL7,F,2015,38,121417.5,117750,30159.525001412254,99250,96200,92e3,89815.5,82625,FALSE
PL7,F,2016,43,119802.32558139534,12e4,29428.171135285716,102e3,97600,95e3,86e3,69700,FALSE
PL7,O,2015,4,779500,56e4,791210.675694744,169500,169200,168900,168600,168300,FALSE
PL7,O,2016,16,1930868.6875,66e4,3185509.6882195943,3e5,3e5,206250,137500,86500,FALSE
PL7,S,2015,249,184405.7670682731,18e4,39444.66078716965,165e3,16e4,155e3,15e4,138200,FALSE
PL7,S,2016,233,192606.86695278969,19e4,32350.04257131423,171e3,167e3,16e4,152700,145620,FALSE
PL7,T,2015,158,165681.29746835443,155e3,44499.42776838256,14e4,137e3,13e4,125350,117100.00000000001,FALSE
PL7,T,2016,169,171780.47337278107,159950,50684.34884292909,149e3,145300,140200,134880,118800,FALSE
PL8,D,2015,74,457927.85135135136,405e3,191386.69257174843,36e4,353e3,339750,297500,250782.5,FALSE
PL8,D,2016,54,491111.5740740741,402500,308717.30644690787,35e4,332450.00000000006,314500,295300,253250,FALSE
PL8,F,2015,7,220142.85714285713,185e3,78660.51226934764,163500,161400,156500,146e3,135500,FALSE
PL8,F,2016,5,259700,262e3,119327.07153031118,174e3,166200,158400,150600,142800,FALSE
PL8,O,2015,1,191e3,191e3,NA,191e3,191e3,191e3,191e3,191e3,FALSE
PL8,O,2016,6,413666.6666666667,34e4,170037.25082071478,324e3,322e3,301500,281e3,260500,FALSE
PL8,S,2015,23,269847.82608695654,239e3,109450.11678039044,192e3,181e3,161e3,145800,143500,FALSE
PL8,S,2016,15,349796.6666666667,245e3,184617.82577865577,227500,221e3,207e3,193600,182700,FALSE
PL8,T,2015,35,272478.28571428574,219995,138639.89442045882,176250,161400,154550,145e3,134575,FALSE
PL8,T,2016,19,391789.4736842105,213e3,504343.724165636,167500,151600,141700,139800,129900,FALSE
PL9,D,2015,239,315498.66527196654,306e3,92318.25796218861,245e3,237297,23e4,219600,199500,FALSE
PL9,D,2016,190,300145.86842105264,278475,89721.99582059137,239961.25,235e3,229967.5,22e4,184600,FALSE
PL9,F,2015,39,128057.33333333333,127500,38891.41496683821,1e5,91200,87850,84600,61687.5,FALSE
PL9,F,2016,48,144522.77083333334,13e4,57053.45871971773,12e4,113500,100250,83500,73050,FALSE
PL9,O,2015,3,507570,397710,350653.91014503175,311355,294084,276813,259542,242271,FALSE
PL9,O,2016,7,362085.5714285714,7e4,569745.1036126761,33750,24000.000000000007,17459.9,17339.6,17219.3,FALSE
PL9,S,2015,250,206419.528,2e5,45955.8115206696,178e3,173900,167e3,16e4,149532.5,FALSE
PL9,S,2016,226,216607.22566371682,211e3,53495.309999433746,182e3,176500,17e4,165e3,15e4,FALSE
PL9,T,2015,134,204493.10447761195,175e3,81371.67995073003,153250,145e3,139997.5,135750,122600,FALSE
PL9,T,2016,152,215968.88157894736,189750,88939.29381793835,164750,160200,154475,145250,123200,FALSE
PL95,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PL95,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PO1,D,2015,4,246500,24e4,100427.41989450225,177750,170400,163050,155700,148350,FALSE
PO1,D,2016,1,305e3,305e3,NA,305e3,305e3,305e3,305e3,305e3,FALSE
PO1,F,2015,234,177311.5170940171,15e4,102012.54756594679,105200,105e3,94950,9e4,71650,FALSE
PO1,F,2016,234,190672.5299145299,175e3,109293.07309873785,110250,105600,98475,9e4,76975,FALSE
PO1,O,2015,15,4815835.466666667,162e4,6628244.409820758,4e5,370210,353445,230420.00000000006,149400,FALSE
PO1,O,2016,16,4528330.375,428500,15155161.683191061,217500,18e4,12e4,85250,65375,FALSE
PO1,S,2015,3,216e3,21e4,111121.55506471281,159e3,148800,138600,128400,118200,FALSE
PO1,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PO1,T,2015,258,180897.82558139536,154350,90780.21312651952,139996.25,136e3,133775,125700,116275,FALSE
PO1,T,2016,225,191491.93777777778,163500,107256.59523829844,152500,15e4,145e3,141e3,135600,FALSE
PO10,D,2015,133,468311.5789473684,4e5,252316.4678881737,335e3,315e3,297200,279e3,263e3,FALSE
PO10,D,2016,120,542363.95,45e4,299689.45863412955,371500,344800,33e4,314e3,283200,FALSE
PO10,F,2015,43,170333.72093023255,165e3,44469.80479163339,129250,126800,125300,123200,114800,FALSE
PO10,F,2016,37,165971.62162162163,168e3,31780.965959160167,145e3,140800,135e3,131800,127600,FALSE
PO10,O,2015,1,705e3,705e3,NA,705e3,705e3,705e3,705e3,705e3,FALSE
PO10,O,2016,6,378958.3333333333,257437.5,343558.152525401,224875,224875,173156.25,121437.5,69718.75,FALSE
PO10,S,2015,99,314417.58585858584,286e3,93330.76423721305,26e4,255e3,25e4,24e4,223550,FALSE
PO10,S,2016,69,343574.5652173913,306500,118671.67378992471,277500,27e4,266e3,252800,234e3,FALSE
PO10,T,2015,107,295140.4672897196,265e3,113144.46075189092,235e3,230500.00000000003,22e4,214200,199900,FALSE
PO10,T,2016,88,315173.2159090909,281500,104056.2710040807,237625,230400,225e3,215e3,207e3,FALSE
PO11,D,2015,151,340669.8013245033,31e4,148031.62764184416,265250,25e4,236e3,217e3,191500,FALSE
PO11,D,2016,219,383545.7397260274,35e4,141433.20307432459,299997.5,288e3,274400,242e3,219700,FALSE
PO11,F,2015,106,163438.20754716982,140500,75525.41027832219,118500,11e4,104375,91e3,8e4,FALSE
PO11,F,2016,93,175283.21505376344,15e4,94767.47934158424,125e3,121600,119e3,105499.20000000001,82980,FALSE
PO11,O,2015,3,492e3,46e4,160411.9696282045,405e3,394e3,383e3,372e3,361e3,FALSE
PO11,O,2016,7,4294295.571428572,306e3,10376418.372700313,138e3,127200.00000000001,114999.99999999999,1e5,85e3,FALSE
PO11,S,2015,86,238589.3023255814,239e3,53854.664908888815,206250,192500,177e3,171250,16e4,FALSE
PO11,S,2016,85,264686.1529411765,264995,45905.38453101789,24e4,235e3,221498,212e3,185500,FALSE
PO11,T,2015,32,229529.6875,221750,48293.26550822154,19e4,188400,187e3,185200,179e3,FALSE
PO11,T,2016,35,229164,235e3,59518.20441729424,209497.5,199600,181800,178200,116028.00000000001,FALSE
PO12,D,2015,79,341263.417721519,33e4,128214.6022013741,249997.5,232980,218772.5,209400,184800,FALSE
PO12,D,2016,81,352624.23456790124,333e3,130327.2329084823,25e4,234995,224750,215e3,2e5,FALSE
PO12,F,2015,240,132191.3,118e3,56207.963626661185,1e5,95760,88e3,83e3,71950,FALSE
PO12,F,2016,277,138114.85559566788,127e3,61316.31141721104,105e3,1e5,9e4,84e3,74300,FALSE
PO12,O,2015,18,518976.5,342500,606206.0977425621,141250,137e3,128250,117e3,100700.00000000001,FALSE
PO12,O,2016,20,536390,147500,1127399.4821105595,115e3,99e3,84500.00000000001,23400.000000000004,9e3,FALSE
PO12,S,2015,160,212891.825,19e4,79012.2816178583,167375,162e3,155e3,149750,136187.5,FALSE
PO12,S,2016,175,238757.91428571427,225e3,82195.35852620409,185e3,18e4,17e4,160600,147096.5,FALSE
PO12,T,2015,432,164971.54861111112,155e3,73007.10250044438,139871.25,136100,132325,125100,12e4,FALSE
PO12,T,2016,450,180000.29555555555,17e4,54255.98517942475,150500,148e3,144996.75,137e3,129427.5,FALSE
PO13,D,2015,118,339599.66101694916,318500,123492.85162835504,254373.75,245800,229550,217700,189775,FALSE
PO13,D,2016,92,368380.0869565217,34e4,167849.32429929118,267e3,255200,245300,215800,199100,FALSE
PO13,F,2015,174,143939.71264367815,128250,68172.20819686847,1e5,94800,89900,84996.5,71550,FALSE
PO13,F,2016,155,148194.7741935484,122e3,75430.46800651874,95250,92e3,88e3,80500,67850,FALSE
PO13,O,2015,3,371166.6666666667,199500,373832.96180691896,156750,148200,139650,131100,122550,FALSE
PO13,O,2016,28,259454.67857142858,185e3,274590.30769979965,130750,107200,96200,53826.000000000015,10497,FALSE
PO13,S,2015,158,213852.1012658228,203750,68501.97998702334,175e3,168490.8,165e3,161700,139250,FALSE
PO13,S,2016,143,218601.23776223775,213e3,45379.49684541545,19e4,184400,178598.5,173e3,168645,FALSE
PO13,T,2015,241,175467.86307053943,166e3,44589.391235214294,148500,145e3,138e3,128500,99950,FALSE
PO13,T,2016,157,185838.72611464967,18e4,39913.167574156665,163e3,156200,152200,143970,132796,FALSE
PO14,D,2015,180,385246.30555555556,339150,152453.1444204319,291875,285e3,279620.75,269655,25e4,FALSE
PO14,D,2016,166,426867.9879518072,382500,170263.08768017727,32e4,305e3,286175,275e3,26e4,FALSE
PO14,F,2015,67,144681.8805970149,142e3,48415.02500931083,119e3,115e3,1e5,94600,84250,FALSE
PO14,F,2016,73,160049.1780821918,152500,59230.39566677608,122e3,118180,112800,101500,85800,FALSE
PO14,O,2015,3,6992681,55e4,11240952.205475433,502771.5,493325.8,483880.1,474434.4,464988.7,FALSE
PO14,O,2016,9,605611.1111111111,12e4,1078102.6092682974,9e3,9e3,9e3,9e3,9e3,FALSE
PO14,S,2015,167,245165.26946107784,239995,55194.34509803017,22e4,215e3,205900,186600,167200,FALSE
PO14,S,2016,152,264520.88157894736,257500,47196.24015835606,235e3,23e4,225e3,215e3,206750,FALSE
PO14,T,2015,183,204182.25683060108,2e5,37597.05844781186,177250,172800,167650,163e3,153650,FALSE
PO14,T,2016,155,219420.5677419355,218e3,40452.32028999582,191e3,188600,181955,175e3,164998.5,FALSE
PO15,D,2015,177,355926.7231638418,332500,109301.92820648628,285e3,28e4,267e3,245e3,229800,FALSE
PO15,D,2016,153,391014.7254901961,369995,131159.7293580595,316e3,31e4,298e3,280760,243200,FALSE
PO15,F,2015,62,148071.6935483871,155e3,30465.40334171534,13e4,120700,117e3,109e3,102275,FALSE
PO15,F,2016,63,156306.9841269841,155950,35573.388585222354,134497.5,130800,126800,115200,82499.99999999999,FALSE
PO15,O,2015,11,2233548.5454545454,99e4,4113008.787016273,444383.5,338767,299383.5,26e4,168820,FALSE
PO15,O,2016,22,2981138.590909091,732e3,9014655.923581485,273e3,192800,111250.00000000003,82000.00000000001,46749.99999999999,FALSE
PO15,S,2015,144,236904.86111111112,23e4,35145.360350640585,213875,205600,202450,2e5,194075,FALSE
PO15,S,2016,122,257217.04098360657,257e3,36730.61439262163,233125,23e4,225e3,211900.00000000003,198099.95,FALSE
PO15,T,2015,87,222845.80459770115,217500,38472.454891670306,193500,19e4,187250,181500,164750,FALSE
PO15,T,2016,102,236018.33333333334,234500,39908.75531954255,210250,203900,199957.5,180400,175e3,FALSE
PO16,D,2015,126,372356.34920634923,345e3,140318.989441077,292750,28e4,262250,241500,219250,FALSE
PO16,D,2016,127,385585.55118110235,37e4,99770.79988261896,32e4,305600,297350,26e4,247300,FALSE
PO16,F,2015,156,127456.28205128205,126e3,31370.30205861853,110875,107500,1e5,81250,69871.25,FALSE
PO16,F,2016,161,141851.30434782608,135e3,37959.674773541505,12e4,115e3,112e3,103e3,82500,FALSE
PO16,O,2015,14,11665499.357142856,362500,22155627.388939112,25e4,214e3,156275,107849.99999999999,64849.99999999999,FALSE
PO16,O,2016,17,685150.2352941176,26e4,1180516.7739523298,163200,140640,109200,61200.00000000001,12500,FALSE
PO16,S,2015,219,231036.25114155252,228500,41486.51071270682,205e3,2e5,195e3,185e3,174800,FALSE
PO16,S,2016,190,263518.55263157893,26e4,48697.97155282393,232500,226900,215e3,205350,188618.40000000002,FALSE
PO16,T,2015,162,207909.75308641975,2e5,47287.166570845664,178e3,173300,17e4,165e3,153100,FALSE
PO16,T,2016,156,231420.82692307694,226e3,52529.47172190821,203500,192e3,184996.25,175e3,164500,FALSE
PO17,D,2015,30,557861.6666666666,48e4,260513.51797718785,373125,365000.00000000006,338500,323e3,303625,FALSE
PO17,D,2016,30,545022.5,493e3,230796.97492769672,405e3,394200,356375,333700,323300,FALSE
PO17,F,2015,48,162086.45833333334,158250,31660.403385125486,135e3,13e4,127545,125e3,120875,FALSE
PO17,F,2016,88,209721.79545454544,182500,71024.04340949298,165281,163500,154250,137100,130700,FALSE
PO17,O,2015,1,245e3,245e3,NA,245e3,245e3,245e3,245e3,245e3,FALSE
PO17,O,2016,3,44e4,48e4,183303.0277982336,36e4,336e3,312e3,288e3,264e3,FALSE
PO17,S,2015,18,340627.77777777775,335500,58262.47461027053,307500,295640,287420,280500,263700,FALSE
PO17,S,2016,24,334493.75,325e3,67644.64584439069,291250,284500,277525,266050,243300,FALSE
PO17,T,2015,31,230554.83870967742,218e3,49062.29773603948,21e4,202e3,197750,195e3,185e3,FALSE
PO17,T,2016,27,240107.40740740742,24e4,35916.941320067526,219e3,214e3,198350,196400,195150,FALSE
PO18,D,2015,101,764736.3861386139,66e4,498763.54427129036,45e4,42e4,385e3,325e3,305e3,FALSE
PO18,D,2016,107,666255.9813084112,522e3,461827.1736192562,434750,384e3,36e4,333e3,298850,FALSE
PO18,F,2015,11,215e3,199e3,84841.02781084161,162500,15e4,137500,125e3,123500,FALSE
PO18,F,2016,22,200295.45454545456,193500,59090.86205459334,157750,147400,141600,140100,132400,FALSE
PO18,O,2015,5,2791847.4,135e4,4096068.9615085586,425e3,4e5,375e3,35e4,325e3,FALSE
PO18,O,2016,14,570178.5,415e3,464944.7290501313,195e3,135e3,81624.95,70249.29999999999,54499.34999999999,FALSE
PO18,S,2015,64,345915,318e3,111039.8463587062,273750,262400,25e4,237300,216300,FALSE
PO18,S,2016,48,337259.1666666667,305e3,104863.29180623559,274375,270400,265125,255500,239575,FALSE
PO18,T,2015,45,346311.1111111111,298e3,191238.3475026794,25e4,247600,225800,203800,172e3,FALSE
PO18,T,2016,40,335610.875,305e3,138295.84841316572,266250,252300,249250,239500,219750,FALSE
PO19,D,2015,147,491312.612244898,43e4,228987.86319056625,36e4,35e4,33e4,314e3,286500,FALSE
PO19,D,2016,109,594501.2201834862,5e5,283220.4947975967,407500,393e3,356e3,327960,301303.2,FALSE
PO19,F,2015,234,219525.35897435897,198497.5,93095.14310906448,157187.5,144600,136831.25,13e4,123e3,FALSE
PO19,F,2016,186,238468.5376344086,212e3,136115.81297668535,167125,16e4,15e4,145e3,105e3,FALSE
PO19,O,2015,11,1162409.0909090908,761400,1246522.6483739037,407500,285e3,255e3,225e3,151500,FALSE
