year,outcode,property_type,n_i,avg_price,sd
2015.0,SK9,D,297,609190.6666666666,430650.7491758447
2015.0,SK9,F,166,189870.7831325301,121687.44926190145
2015.0,SK9,O,17,1424702.1176470588,1319391.1518106507
2015.0,SK9,S,190,374636.8210526316,183395.17503156047
2015.0,SK9,T,201,240219.57711442787,108179.78316753672
2015.0,SL0,D,47,712710.085106383,284112.9307482922
2015.0,SL0,F,45,222191.86666666667,57048.756987733344
2015.0,SL0,O,1,12e5,NA
2015.0,SL0,S,60,477634.7,153480.68183405843
2015.0,SL0,T,32,324829.6875,126496.28061558415
2015.0,SL1,D,90,520486.6666666667,244826.7231549418
2015.0,SL1,F,464,190571.9353448276,50508.96297348341
2015.0,SL1,O,21,1147816.2857142857,1226103.4206059922
2015.0,SL1,S,202,331006.4653465347,111220.98493482212
2015.0,SL1,T,275,276225.8145454546,61306.541640914074
2015.0,SL2,D,95,764670.7684210526,400533.74500773905
2015.0,SL2,F,273,193137.01465201465,75949.97184176231
2015.0,SL2,O,9,597823.0,751552.6047529874
2015.0,SL2,S,83,351375.0602409639,123151.35355081879
2015.0,SL2,T,292,286115.5993150685,68956.98814967163
2015.0,SL3,D,123,581886.2845528455,232037.9059071578
2015.0,SL3,F,206,205974.70873786407,92066.47949841368
2015.0,SL3,O,18,2135643.3333333335,2500338.0836064597
2015.0,SL3,S,150,417090.26666666666,108462.58829349591
2015.0,SL3,T,229,323001.44541484717,93971.06612187308
2015.0,SL4,D,123,814843.8780487805,413744.2980158549
2015.0,SL4,F,227,385144.75330396474,257380.7610868857
2015.0,SL4,O,13,1976412.076923077,1490558.0552552827
2015.0,SL4,S,125,500840.8,225772.66063382715
2015.0,SL4,T,240,503953.2833333333,274490.9442055696
2015.0,SL5,D,155,1285369.6193548387,875179.4468863675
2015.0,SL5,F,173,454501.15606936417,348035.8016294495
2015.0,SL5,O,12,660748.5833333334,749689.8566161705
2015.0,SL5,S,107,488593.6261682243,160717.68182170237
2015.0,SL5,T,77,519902.5974025974,265358.5711993381
2015.0,SL6,D,345,745831.168115942,398731.387309126
2015.0,SL6,F,413,283755.1937046005,92083.93813440556
2015.0,SL6,O,31,1648714.0967741935,1769880.6421027447
2015.0,SL6,S,308,447672.2207792208,148911.43632062516
2015.0,SL6,T,318,431483.23899371066,158377.3823691389
2015.0,SL7,D,107,872313.0841121495,712083.84289234
2015.0,SL7,F,53,314945.75471698114,123749.36691134184
2015.0,SL7,O,8,920534.0,882186.0743740113
2015.0,SL7,S,68,528458.5294117647,160301.42160303617
2015.0,SL7,T,99,452835.35353535356,235253.63584044622
2015.0,SL8,D,44,793900.0,462898.4197172682
2015.0,SL8,F,21,242380.95238095237,85795.96505108861
2015.0,SL8,O,4,1873447.5,2481578.863887196
2015.0,SL8,S,31,437730.6451612903,151205.13917490776
2015.0,SL8,T,29,444737.9310344828,146463.98488022602
2015.0,SL9,D,209,1059427.85645933,538799.1377909557
2015.0,SL9,F,50,414110.9,228410.5365695949
2015.0,SL9,O,8,1637674.0,1721598.995629022
2015.0,SL9,S,56,563582.9464285715,190365.92381462886
2015.0,SL9,T,38,509365.7894736842,213147.80276849103
2015.0,SM1,D,39,516357.6666666667,169993.1767522842
2015.0,SM1,F,375,238031.976,57254.7613478282
2015.0,SM1,O,15,1752840.0,3477484.1950549744
2015.0,SM1,S,174,418892.7816091954,107053.35910823468
2015.0,SM1,T,180,347769.7444444444,68332.66904567972
2015.0,SM2,D,122,811054.524590164,268418.84433678363
2015.0,SM2,F,351,249598.207977208,59071.62055964212
2015.0,SM2,O,4,7376250.0,9870549.946684835
2015.0,SM2,S,48,555309.0625,128053.76329203031
2015.0,SM2,T,68,389760.8676470588,80395.28738785782
2015.0,SM3,D,14,519653.5714285714,187076.05041829884
2015.0,SM3,F,117,285252.99145299144,90369.90584932268
2015.0,SM3,O,9,2299600.0,3669925.2431078213
2015.0,SM3,S,94,443972.60638297873,96660.8316325551
2015.0,SM3,T,99,384592.76767676766,54414.0289231514
2015.0,SM4,D,11,521500.0,99843.12695423757
2015.0,SM4,F,138,249797.64492753622,58067.63022241157
2015.0,SM4,O,7,469964.28571428574,531151.6659692454
2015.0,SM4,S,63,457878.84126984124,85493.47172628509
2015.0,SM4,T,304,386796.1743421053,79922.2827781743
2015.0,SM5,D,50,640198.9,187682.6859391039
2015.0,SM5,F,174,232760.40229885056,44754.57816681152
2015.0,SM5,O,7,320542.85714285716,186459.81566316873
2015.0,SM5,S,132,452835.48484848486,126175.36631488107
2015.0,SM5,T,244,325267.4139344262,70961.62449069791
2015.0,SM6,D,53,606166.037735849,128721.09487838756
2015.0,SM6,F,364,235665.75824175825,68906.93650211622
2015.0,SM6,O,9,400895.3333333333,519831.40439569444
2015.0,SM6,S,135,443802.6740740741,89557.15922012905
2015.0,SM6,T,126,337210.0,52997.74455578275
2015.0,SM7,D,121,700660.2066115702,207386.89503999992
2015.0,SM7,F,83,270981.0240963855,62632.538321230335
2015.0,SM7,O,2,996e3,1172383.0432072957
2015.0,SM7,S,97,475758.76288659795,87109.56702454449
2015.0,SM7,T,45,376847.1111111111,65012.496442894524
2015.0,SN1,D,55,284371.7090909091,84279.69103211853
2015.0,SN1,F,202,117923.9504950495,36221.19601838834
2015.0,SN1,O,17,1066599.5882352942,1620085.0100965789
2015.0,SN1,S,100,241289.35,89377.51961456532
2015.0,SN1,T,453,173515.1302428256,60987.62034041084
2015.0,SN10,D,205,395865.6292682927,174729.30301078976
2015.0,SN10,F,71,135618.30985915492,55327.706982666095
2015.0,SN10,O,5,505836.0,445855.56459463417
2015.0,SN10,S,134,249271.276119403,104069.29459988266
2015.0,SN10,T,163,184258.0920245399,69534.69072827362
2015.0,SN11,D,150,318583.92,101526.40148445537
2015.0,SN11,F,59,106889.83050847458,18670.479140881413
2015.0,SN11,O,5,509001.0,192172.71529798396
2015.0,SN11,S,104,218409.45192307694,70745.59549484334
2015.0,SN11,T,183,172797.1475409836,51925.394968261724
2015.0,SN12,D,157,312764.7452229299,147378.78002459253
2015.0,SN12,F,50,97839.9,23183.990528520535
2015.0,SN12,O,4,3e5,295634.90998188965
2015.0,SN12,S,142,203112.53521126762,85564.85437056617
2015.0,SN12,T,133,176863.7142857143,78636.82140312796
2015.0,SN13,D,112,426843.21428571426,249611.37436262178
2015.0,SN13,F,51,314729.90196078434,175041.40893083042
2015.0,SN13,O,4,617500.0,668748.8317746805
2015.0,SN13,S,90,255289.45555555556,122133.22197062094
2015.0,SN13,T,79,216990.18987341772,84238.57264981922
2015.0,SN14,D,162,383667.34567901236,154893.83080711562
2015.0,SN14,F,20,119597.5,17546.573177209215
2015.0,SN14,O,13,1093517.5384615385,1232988.5129008442
2015.0,SN14,S,114,260616.84210526315,104973.53783966997
2015.0,SN14,T,140,228532.75,124915.60532069199
2015.0,SN15,D,206,389206.3495145631,171958.94726101425
2015.0,SN15,F,99,150877.77777777778,74086.42575212834
2015.0,SN15,O,10,300805.2,166878.07853160342
2015.0,SN15,S,141,228269.6879432624,66549.7400198995
2015.0,SN15,T,191,188626.78010471203,72570.09044600168
2015.0,SN16,D,89,528770.8876404495,218937.6791204436
2015.0,SN16,F,18,175250.0,60375.84489726685
2015.0,SN16,O,4,317625.0,402795.51780856086
2015.0,SN16,S,42,263841.6666666667,103589.69715030088
2015.0,SN16,T,82,268377.23170731706,124228.90073383987
2015.0,SN2,D,69,252034.4927536232,51652.85041494724
2015.0,SN2,F,161,116582.54658385093,23024.082603317307
2015.0,SN2,O,8,1472539.25,2252533.3300249013
2015.0,SN2,S,191,177756.13612565445,40550.3583988614
2015.0,SN2,T,428,145707.9906542056,28180.32760815523
2015.0,SN25,D,305,298449.6918032787,74940.15172093883
2015.0,SN25,F,269,126559.37918215613,34673.652623443166
2015.0,SN25,O,3,3055917.6666666665,4320191.110510777
2015.0,SN25,S,208,220170.55288461538,44649.39472794753
2015.0,SN25,T,401,190220.09975062343,35658.318540209155
2015.0,SN26,D,9,351166.6666666667,97519.22887307918
2015.0,SN26,F,1,127500.0,NA
2015.0,SN26,S,4,248625.0,33678.31894062806
2015.0,SN26,T,7,342920.71428571426,162670.4431877677
2015.0,SN3,D,217,335736.55760368664,102948.39111597707
2015.0,SN3,F,117,127610.80341880342,58696.51575164777
2015.0,SN3,O,19,3441971.4736842103,6022893.518771506
2015.0,SN3,S,328,214357.28048780488,45692.71212602496
2015.0,SN3,T,290,162121.34137931035,44661.49727263879
2015.0,SN4,D,199,416810.19095477386,162326.75233170696
2015.0,SN4,F,43,114184.6511627907,29470.975014881948
2015.0,SN4,O,11,777416.7272727273,646862.0236991952
2015.0,SN4,S,169,224121.71597633135,56495.97417454409
2015.0,SN4,T,163,199908.76687116563,57002.29660432584
2015.0,SN5,D,265,294534.6943396226,77451.02235949648
2015.0,SN5,F,48,96311.10416666667,24769.791153690192
2015.0,SN5,O,22,2095795.4545454546,5801984.456464791
2015.0,SN5,S,157,200673.88535031848,55491.09860645106
2015.0,SN5,T,254,158786.57480314962,45827.38621868668
2015.0,SN6,D,147,407699.89795918367,172139.03320702256
2015.0,SN6,F,25,137514.0,110798.44893055437
2015.0,SN6,O,9,610200.7777777778,996264.2608416927
2015.0,SN6,S,63,270642.25396825396,170738.53976201004
2015.0,SN6,T,115,215261.53043478262,75313.58161576914
2015.0,SN7,D,88,445896.0227272727,138308.64207454727
2015.0,SN7,F,30,145228.33333333334,45359.61990378769
2015.0,SN7,O,6,608168.3333333334,596104.5797648821
2015.0,SN7,S,84,265134.5238095238,65356.23142836113
2015.0,SN7,T,85,248372.55294117646,77708.59173364507
2015.0,SN8,D,162,548569.6358024691,267617.13571190275
2015.0,SN8,F,42,259464.2857142857,131053.02375314814
2015.0,SN8,O,7,1052571.4285714286,1275513.8320356568
2015.0,SN8,S,56,354806.5714285714,146322.05381229907
2015.0,SN8,T,97,312186.3402061856,223564.84209298246
2015.0,SN9,D,69,458321.0144927536,162175.75374687617
2015.0,SN9,F,15,152964.13333333333,39734.15007246226
2015.0,SN9,O,1,225e3,NA
2015.0,SN9,S,29,308981.0344827586,122492.14873804385
2015.0,SN9,T,49,242557.55102040817,83820.27286304838
2015.0,SO14,D,4,200575.0,14235.723842971012
2015.0,SO14,F,459,200762.96949891068,103587.73885364665
2015.0,SO14,O,44,1947470.1590909092,4230032.319344364
2015.0,SO14,S,14,262321.4285714286,64734.548837439295
2015.0,SO14,T,130,214543.43846153846,77073.97039842184
2015.0,SO15,D,71,362611.9718309859,113806.81390119862
2015.0,SO15,F,435,160363.0275862069,130489.38743720342
2015.0,SO15,O,16,863230.0,1131920.0511225753
2015.0,SO15,S,226,246598.09292035399,103970.62818745273
2015.0,SO15,T,189,214972.96296296295,65450.61325927037
2015.0,SO16,D,186,404844.623655914,231107.34906711773
2015.0,SO16,F,291,147036.13402061857,67162.53223429974
2015.0,SO16,O,17,2553520.6470588236,6890865.23163299
2015.0,SO16,S,216,210954.375,56784.34245748108
2015.0,SO16,T,356,191695.2191011236,49535.1123478044
2015.0,SO17,D,22,448857.54545454547,226622.0473464527
2015.0,SO17,F,116,140442.62931034484,43623.1944410769
2015.0,SO17,O,5,400744.0,220681.8245347813
2015.0,SO17,S,80,250012.0125,79282.47112897217
2015.0,SO17,T,59,211327.77966101695,84302.64017117092
2015.0,SO18,D,200,268748.975,79714.78987741472
2015.0,SO18,F,193,126103.34196891192,36867.32698201912
2015.0,SO18,O,6,1394166.6666666667,2395759.2881311486
2015.0,SO18,S,146,211567.67123287672,44130.13043794996
2015.0,SO18,T,107,177411.21495327103,32834.37015696056
2015.0,SO19,D,185,247347.69189189188,61790.608901698
2015.0,SO19,F,267,133433.89513108614,55085.09739208721
2015.0,SO19,O,11,1077636.3636363635,1556508.0965242211
2015.0,SO19,S,305,200803.99672131147,46212.11907766203
2015.0,SO19,T,242,170100.87603305784,29983.47887385249
2015.0,SO20,D,51,698016.3333333334,287076.5301895414
2015.0,SO20,F,4,297250.0,79881.68334063406
2015.0,SO20,O,3,85e4,377491.7217635375
2015.0,SO20,S,22,327815.9090909091,94192.37076875685
2015.0,SO20,T,18,331252.5,175857.02998416906
2015.0,SO21,D,168,650356.2678571428,352919.09992496873
2015.0,SO21,F,23,216195.65217391305,117796.98822458327
2015.0,SO21,O,4,632375.0,319198.3121822545
2015.0,SO21,S,85,410126.5411764706,166156.14956695982
2015.0,SO21,T,60,341233.15,132754.58213009613
2015.0,SO22,D,152,712590.2631578947,377838.9948374808
2015.0,SO22,F,90,333477.23333333334,171302.45588642397
2015.0,SO22,O,3,471666.6666666667,52519.837521962436
2015.0,SO22,S,99,425048.69696969696,307482.16318128427
2015.0,SO22,T,162,432104.3086419753,205880.30589657102
2015.0,SO23,D,58,680674.6896551724,366350.9608265941
2015.0,SO23,F,167,272703.9101796407,128550.19440069215
2015.0,SO23,O,29,1049510.7241379311,1237920.8004040744
2015.0,SO23,S,56,515211.60714285716,287660.14717356244
2015.0,SO23,T,137,496913.3503649635,267486.57407015417
2015.0,SO24,D,76,689901.25,459636.064205965
2015.0,SO24,F,10,162850.0,40307.87764196969
2015.0,SO24,O,3,5719666.666666667,9306558.458062429
2015.0,SO24,S,38,366972.36842105264,109689.44780198249
2015.0,SO24,T,63,370476.1904761905,207426.4818958878
2015.0,SO30,D,210,374355.52857142856,102974.31816219073
2015.0,SO30,F,146,145729.17123287672,30357.025090574814
2015.0,SO30,O,8,393188.625,427984.6750069905
2015.0,SO30,S,140,254134.36428571428,43045.39539863252
2015.0,SO30,T,188,220134.37765957447,48593.45797368785
2015.0,SO31,D,401,425966.4588528678,183749.51178821927
2015.0,SO31,F,189,173041.90476190476,84676.64923622014
2015.0,SO31,O,15,911474.0,815299.8044962181
2015.0,SO31,S,202,269351.1089108911,80042.73986044076
2015.0,SO31,T,185,232373.1891891892,82700.98073811171
2015.0,SO32,D,166,549582.3855421686,222910.01968392276
2015.0,SO32,F,48,144489.58333333334,113355.47033620322
2015.0,SO32,O,4,653274.5,506429.5516005492
2015.0,SO32,S,83,340518.734939759,168585.80706514698
2015.0,SO32,T,62,263391.93548387097,128533.33661903435
2015.0,SO40,D,234,347237.26495726494,116351.00965272485
2015.0,SO40,F,83,141416.8674698795,42863.651720870395
2015.0,SO40,O,8,5481492.0,8968012.389308888
2015.0,SO40,S,159,246386.63522012578,49053.1294905377
2015.0,SO40,T,222,206854.48648648648,40048.1833866118
2015.0,SO41,D,333,539009.7987987988,288610.72551087604
2015.0,SO41,F,157,264534.3885350319,154048.30709497863
2015.0,SO41,O,14,1075485.7142857143,1432894.878777356
2015.0,SO41,S,119,358207.13445378153,156177.42441905043
2015.0,SO41,T,119,333730.46218487393,137035.68592812988
2015.0,SO42,D,44,738522.7272727273,337056.8055523181
2015.0,SO42,F,8,183181.25,118104.85032225754
2015.0,SO42,O,2,2125e3,388908.7296526011
2015.0,SO42,S,12,456662.5,64852.865377925074
2015.0,SO42,T,9,330888.8888888889,56741.61709989513
2015.0,SO43,D,40,578574.975,281370.7487644751
2015.0,SO43,F,28,192339.2857142857,101536.53361588705
2015.0,SO43,O,7,1075e3,264811.2535373072
2015.0,SO43,S,13,409615.3846153846,218330.6126274014
2015.0,SO43,T,5,336600.0,111610.03539108837
2015.0,SO45,D,241,330527.1576763485,120583.33899351534
2015.0,SO45,F,85,158138.68235294116,61192.00176847963
2015.0,SO45,O,4,6300053.25,11121341.066676367
2015.0,SO45,S,135,237728.6962962963,78345.66584782094
2015.0,SO45,T,125,225857.792,118384.73671120855
2015.0,SO50,D,206,358571.2912621359,107000.5450574794
2015.0,SO50,F,261,200156.969348659,111199.52682978597
2015.0,SO50,O,23,1228569.6956521738,2132430.404784312
2015.0,SO50,S,234,250990.23504273503,38415.519830365716
2015.0,SO50,T,316,223016.56645569621,39983.03087765891
2015.0,SO51,D,211,563702.8815165877,260166.4799018582
