outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
IP7,T,97,211964.53608247422,85000.5869620741,122550.00000000001,139e3,156500.0,162400.0,165e3,186e3,24e4
IP8,D,163,331327.0552147239,235653.01100014662,196100.0,205e3,215e3,22e4,226e3,27e4,345e3
IP8,F,17,137705.0,37105.306771740885,86e3,91400.0,95400.0,96800.0,1e5,144e3,165e3
IP8,O,14,456556.0,687257.2546866164,1630.0,1715.0,1747.5,1780.0,1912.5,90250.0,515750.0
IP8,S,122,215374.54918032786,74296.33030158812,139050.0,156395.0,162450.0,168400.0,172500.0,196e3,23e4
IP8,T,119,161180.33613445377,41311.79143719699,119900.0,125e3,129696.5,139597.0,144497.5,155e3,167e3
IP9,D,152,383195.9736842105,208325.14627268523,194801.0,22e4,243246.75,25e4,267250.0,328e3,425625.0
IP9,F,18,89194.44444444444,25570.628192201122,52550.0,56500.0,61850.0,67400.0,71750.0,89e3,106e3
IP9,O,6,6055316.666666667,14476278.707826354,3175.0,3200.0,3225.0,3250.0,9937.5,185e3,349375.0
IP9,S,96,221813.54166666666,76021.35060389516,133250.5,142500.0,155625.0,167e3,169625.0,210500.0,240500.0
IP9,T,60,220563.33333333334,120316.90811573857,121080.0,134500.0,137550.0,144e3,156500.0,19e4,232500.0
KT1,D,43,874111.5348837209,420458.3320869054,521250.0,544e3,571750.0,595200.0,629250.0,8e5,99e4
KT1,F,381,384301.0078740158,154338.64869925843,22e4,249e3,265100.0,283464.0,3e5,355e3,425367.0
KT1,O,38,3458194.9736842103,6883052.7263273485,18500.0,32051.300000000003,45500.0,83764.60000000002,135187.5,1042809.5,32e5
KT1,S,169,639760.2899408285,222925.50371794065,417e3,448e3,466e3,488e3,509e3,565e3,755e3
KT1,T,80,534885.75,158249.42747331792,321900.0,37e4,379250.0,389300.0,398750.0,52e4,631250.0
KT10,D,278,1323770.1330935252,729277.7798904295,673250.0,778500.0,832750.0,857500.0,912375.0,115e4,15e5
KT10,F,197,447879.0862944162,312054.5347319651,175e3,201200.0,232480.0,250400.0,275e3,36e4,49e4
KT10,O,10,1108275.6,1057100.719377844,39050.0,52099.99999999999,87899.99999999997,130199.99999999999,253e3,893825.0,1518750.0
KT10,S,155,787619.7096774194,310144.4830541222,407e3,481999.99999999994,56e4,584100.0,606250.0,765e3,895475.0
KT10,T,76,577426.9736842106,253668.76058366476,318750.0,35e4,376e3,411050.0,425e3,525e3,658750.0
KT11,D,251,1531722.7609561754,784753.4261076296,709e3,82e4,851975.0,915e3,955e3,127e4,1972500.0
KT11,F,59,397161.86440677964,373154.3379662306,170425.0,212e3,227100.0,24e4,247500.0,299950.0,43e4
KT11,O,13,3291806.846153846,5665739.651220628,16460.0,37200.000000000015,76799.99999999999,94e3,1e5,1062047.0,275e4
KT11,S,90,614831.6111111111,244372.2322028699,366950.0,384800.0,425e3,472880.0,488750.0,57e4,685e3
KT11,T,79,492027.84810126584,135941.77009133867,319e3,342120.0,364250.0,374500.0,39e4,465e3,58e4
KT12,D,287,1093996.3240418117,730542.0055988817,445e3,484200.0,537205.0,585e3,625e3,88e4,1252500.0
KT12,F,475,303833.80210526317,107726.60923334745,163550.0,199100.0,22e4,232666.40000000002,245e3,287e3,341e3
KT12,O,41,1309810.7073170731,3341536.8689609435,5e3,5e3,5e3,5e3,2e4,478950.0,867327.0
KT12,S,373,530118.4155495978,161353.04498923247,345e3,375e3,392800.0,413180.0,422500.0,48e4,615e3
KT12,T,292,409814.397260274,105221.852562414,287500.0,305e3,321300.0,328390.0,335e3,388725.0,46e4
KT13,D,242,1408485.326446281,1276504.5772727656,512150.0,620500.0,700750.0,761e3,825e3,11e5,1498750.0
KT13,F,398,439772.9773869347,454795.2481655084,175e3,219100.0,245e3,255800.0,272500.0,35e4,478712.5
KT13,O,27,4469533.555555556,9405693.287408326,93219.99999999999,175600.0,354736.50000000006,388400.0,42e4,95e4,6149999.5
KT13,S,111,701586.1261261262,287137.1785778965,381250.0,415e3,447500.0,474500.0,492500.0,625e3,831500.0
KT13,T,227,591432.2026431718,258692.12356806197,332650.0,375300.0,399800.0,425e3,435e3,535e3,68e4
KT14,D,101,810034.7029702971,332538.58709164994,393e3,42e4,477e3,52e4,56e4,755e3,955e3
KT14,F,138,254607.53623188406,58943.82703651296,164992.5,188465.0,2e5,211400.0,215625.0,25e4,285e3
KT14,O,18,1768183.1666666667,3818012.433587653,142722.45,190129.1,2e5,260000.00000000006,35e4,522500.0,1601250.0
KT14,S,108,392142.5,68654.55978791865,311750.0,321e3,330100.0,34e4,343750.0,38e4,428125.0
KT14,T,122,361715.65573770495,81381.65880628339,239875.5,291400.0,305750.0,312600.0,32e4,353250.0,388962.5
KT15,D,221,555890.5248868779,187364.1686236279,345e3,368500.0,392500.0,42e4,43e4,525e3,644e3
KT15,F,291,231539.9175257732,65597.39519360715,13e4,142500.0,158475.0,17e4,185e3,232500.0,275e3
KT15,O,18,692225.9444444445,833552.1716955745,15319.500000000002,25e3,56599.99999999999,122000.00000000004,188750.0,445e3,65e4
KT15,S,332,399706.4006024096,69653.1740383196,306100.0,32e4,33e4,345e3,354375.0,394997.5,435750.0
KT15,T,173,344901.73410404625,84278.21798267846,222800.0,25e4,275e3,285e3,293e3,335e3,383500.0
KT16,D,163,623857.018404908,297006.4832117238,305500.0,381e3,418235.0,448500.0,463750.0,56e4,7e5
KT16,F,266,255716.70676691728,87190.29474035464,148112.5,189250.0,202250.0,212500.0,22e4,245750.0,285e3
KT16,O,21,2025014.9523809524,5361468.429353123,2e4,3e4,134e3,199e3,215e3,69e4,1097500.0
KT16,S,173,423012.1907514451,110371.72177203138,278400.0,31e4,325e3,337600.0,347e3,419950.0,483500.0
KT16,T,181,354853.59116022097,124884.42668603074,223e3,265e3,285e3,29e4,294e3,33e4,379950.0
KT17,D,282,805192.8865248227,258855.84772462182,485500.0,55e4,57e4,616e3,64e4,757500.0,9e5
KT17,F,321,293982.79127725854,95317.66733686191,157500.0,185e3,208e3,226e3,242888.0,29e4,33e4
KT17,O,15,1060341.7333333334,1224240.9867853087,21e3,28400.000000000004,39500.0,71000.00000000001,102500.0,65e4,1625e3
KT17,S,250,527516.904,101246.48181937949,374500.0,411674.4,435700.0,455e3,465e3,524950.0,587e3
KT17,T,148,417065.8108108108,91965.45238659707,295700.0,312625.0,325125.0,341980.0,354375.0,408500.0,480625.0
KT18,D,171,732753.8011695907,295689.35646990023,42e4,455e3,475e3,51e4,543750.0,675e3,825e3
KT18,F,241,283341.377593361,84215.71424484467,159e3,18e4,2e5,218e3,227500.0,287950.0,325e3
KT18,O,17,1691624.4705882352,1890784.1057692878,9e3,1e4,1e4,39000.00000000003,155e3,1347e3,29e5
KT18,S,174,486476.4252873563,107546.52471384734,323250.0,359965.0,379997.5,398370.0,415e3,469999.5,550750.0
KT18,T,74,421784.52702702704,143179.0232688619,265e3,287250.0,313550.0,319980.0,34e4,396e3,448875.0
KT19,D,168,617208.125,162963.6441231432,415075.0,443500.0,460250.0,477e3,488750.0,594975.0,721237.5
KT19,F,331,283419.335347432,66428.6376327162,185e3,21e4,228750.0,239950.0,25e4,284950.0,317750.0
KT19,O,22,1803131.7727272727,2819779.400359892,32400.0,52800.000000000015,170175.0,184e3,211250.0,396324.5,1774375.0
KT19,S,416,482658.73557692306,96368.07586153837,355e3,372500.0,385250.0,4e5,414250.0,473750.0,539950.0
KT19,T,243,410807.92181069957,95758.69245819816,275100.0,3e5,315900.0,326e3,34e4,4e5,475500.0
KT2,D,145,1592959.2,1114982.400796436,700400.0,76e4,825600.0,874382.0,93e4,1225e3,188e4
KT2,F,487,399439.81314168376,185419.67008423933,211500.0,248800.0,275e3,295e3,305500.0,362500.0,425e3
KT2,O,28,1222751.5714285714,2531373.303731753,30192.75,49179.5,50418.5,153022.0000000001,298750.0,75e4,85e4
KT2,S,187,830331.2192513369,296313.10176145553,55e4,575e3,615e3,65e4,692500.0,785e3,9e5
KT2,T,181,658971.3425414364,172902.1354143687,4e5,465e3,494e3,525e3,555e3,65e4,75e4
KT20,D,301,1006960.026578073,543910.6186776825,45e4,52e4,576e3,6e5,635e3,82e4,125e4
KT20,F,179,345837.9832402235,184770.5784916531,174700.0,184800.0,196500.0,206200.0,218500.0,295e3,399975.0
KT20,O,11,806337.2727272727,1221558.111358448,38608.5,72217.0,146108.5,22e4,251250.0,4e5,804300.0
KT20,S,162,483161.35802469135,149664.80734344508,3e5,33e4,339957.5,355808.0,375e3,46e4,55e4
KT20,T,166,384905.9939759036,131048.22529086305,251250.0,275e3,286875.0,3e5,31e4,35e4,418962.5
KT21,D,199,879433.91959799,472975.32474472414,5e5,536500.0,576750.0,611500.0,646e3,77e4,912500.0
KT21,F,80,287523.125,91223.42649091664,15e4,164750.0,179992.5,214e3,246162.5,285e3,33e4
KT21,O,9,713177.7777777778,1583572.3647640625,4359.999999999999,8120.0,18000.000000000007,34e3,5e4,25e4,32e4
KT21,S,129,524953.4573643411,109913.20505374968,344e3,379990.0,425e3,433e3,45e4,512500.0,607500.0
KT21,T,33,497144.0909090909,197391.59523906466,333e3,340920.0,372920.0,389970.0,399950.0,45e4,535e3
KT22,D,305,1187628.3344262296,987772.7047705677,49e4,545e3,58e4,61e4,64e4,852500.0,13e5
KT22,F,286,268959.76923076925,80922.55513936396,141217.5,176750.0,189462.5,2e5,22e4,267500.0,304987.5
KT22,O,37,1024871.4324324324,1495610.3111905993,99100.0,118e3,133e3,223999.99999999994,3e5,51e4,1276325.0
KT22,S,200,487398.475,195763.0906185892,315e3,335045.0,35e4,369500.0,382e3,45e4,525e3
KT22,T,93,388331.18279569893,116137.73047970711,271e3,288400.0,302e3,315e3,32e4,366500.0,412e3
KT23,D,209,766753.5885167464,226736.66019416213,5e5,525e3,565290.0,585e3,61e4,725e3,875e3
KT23,F,51,273675.1960784314,120154.44934749935,161817.0,182500.0,191e3,195e3,2e5,244e3,294e3
KT23,O,7,903142.8571428572,1141999.3328327632,258e3,291e3,323999.99999999994,337e3,34e4,36e4,828500.0
KT23,S,73,479503.1095890411,84525.25854302724,35e4,364600.0,384500.0,407e3,416e3,475e3,538e3
KT23,T,30,367082.73333333334,77829.44044065682,267250.0,27e4,278970.8,29e4,31e4,37e4,410500.0
KT24,D,181,1009294.8011049724,435732.01288731,517500.0,565e3,635e3,66e4,7e5,9e5,12e5
KT24,F,18,292205.55555555556,178268.6760192974,135475.0,153250.0,168800.0,181580.0,203087.5,280750.0,321250.0
KT24,O,5,237800.0,245742.14127821056,31e3,37e3,43000.00000000001,49e3,55e3,99e3,485e3
KT24,S,55,543383.6363636364,150173.84063963307,338350.0,375e3,386200.0,415e3,423e3,53e4,645e3
KT24,T,13,523688.46153846156,163753.28006110055,312970.0,353960.0,365990.0,389200.0,418e3,485e3,65e4
KT3,D,107,869901.1401869159,460048.3157592203,484500.0,537100.0,555e3,57e4,576e3,727500.0,1012500.0
KT3,F,297,293307.734006734,91995.02303080933,139e3,175e3,201200.0,215200.0,235e3,297e3,362500.0
KT3,O,32,2090706.84375,3507189.419992339,3e3,3348.0,4730.5,12200.000000000004,156250.0,592500.0,2243761.75
KT3,S,280,628175.4035714286,176283.31161212307,409895.0,435e3,465e3,485e3,499950.0,597500.0,706250.0
KT3,T,317,500154.6971608833,117966.37284191466,305e3,354080.0,387e3,415e3,43e4,5e5,575e3
KT4,D,113,675077.2035398231,181184.1286275886,403e3,45e4,480600.0,526200.0,54e4,65e4,805e3
KT4,F,244,276352.0368852459,64798.6772580877,177867.5,199965.0,212225.0,22e4,234375.0,272250.0,32e4
KT4,O,7,801857.1428571428,719910.2788013306,57400.00000000001,104800.00000000001,152199.99999999997,194400.00000000003,234e3,5e5,1435e3
KT4,S,248,529060.5524193548,113784.92462357381,354200.0,38e4,407150.0,425e3,443750.0,53e4,616250.0
KT4,T,343,423766.2274052478,87868.98723209315,305100.0,323800.0,345300.0,353e3,360525.0,412150.0,468250.0
KT5,D,58,846171.724137931,401629.9848845685,474e3,5e5,509950.0,55e4,575e3,747500.0,960500.0
KT5,F,268,306106.1082089552,86754.1888263232,175700.0,2e5,215e3,228750.0,239950.0,3e5,37e4
KT5,O,6,347173.3333333333,423064.4114867932,18375.0,20750.0,23125.0,25500.0,34510.0,155770.0,587500.0
KT5,S,226,626463.3982300885,164000.09213414975,460312.5,488750.0,499987.5,51e4,522625.0,588e3,697462.5
KT5,T,91,444627.1098901099,142543.30076268446,315e3,33e4,341250.0,349e3,351e3,39e4,524950.0
KT6,D,100,1027728.15,462338.1824826944,476150.0,532450.0,622750.0,648800.0,7e5,909975.0,128e4
KT6,F,752,385256.35239361704,117147.99977013392,216100.0,25e4,269950.0,287200.0,305e3,375e3,45e4
KT6,O,34,3626239.1764705884,11890587.184726115,10750.000000000005,3e4,34750.0,51980.0,118750.0,275e3,655e3
KT6,S,231,627821.2380952381,247269.71763196334,369670.0,415e3,432e3,447500.0,457e3,58e4,697500.0
KT6,T,175,578945.2857142857,225538.15666212692,329900.0,358200.0,375290.0,393800.0,41e4,51e4,725e3
KT7,D,88,1172294.8863636365,335293.379001563,639750.0,787e3,815999.9999999999,877e3,915e3,118e4,1428750.0
KT7,F,104,369552.8653846154,93144.08570826334,249957.5,283e3,307800.0,321200.0,325e3,365e3,403748.5
KT7,O,9,2553601.5555555555,4200069.7829233175,172299.99999999997,334100.0,552000.0000000001,826000.0000000001,11e5,125e4,1404415.0
KT7,S,103,824809.504854369,248974.7051300702,471184.5,541e3,586600.0,644e3,676250.0,81e4,942500.0
KT7,T,84,576535.7738095238,129779.96847420288,399500.00000000006,451500.0,462250.0,478600.0,487212.5,544750.0,661250.0
KT8,D,132,1011620.25,634341.0127820199,407750.0,484245.0,541625.0,576e3,61e4,828750.0,1075e3
KT8,F,210,344593.21428571426,148584.53248587067,175600.0,2e5,215e3,225e3,239625.0,302500.0,425e3
KT8,O,32,1230942.40625,1716259.693387806,35400.0,53590.59999999998,124767.09999999998,170800.0,189750.0,482500.0,1367500.0
KT8,S,185,581481.8378378379,281742.4510829991,326e3,351e3,375e3,397500.0,418950.0,495e3,65e4
KT8,T,235,423651.4127659575,177625.64292297146,249985.0,273570.0,296395.0,314500.0,329975.0,385e3,457e3
KT9,D,55,515902.0,107241.47983769051,364100.0,385e3,415500.0,429e3,433750.0,515e3,572500.0
KT9,F,142,241727.60563380283,53594.278512373035,155050.0,164955.0,170375.0,186e3,198e3,256e3,279500.0
KT9,O,12,5334630.583333333,7743786.801358675,118500.0,172000.00000000003,293e3,391e3,448750.0,1145283.5,6955e3
KT9,S,185,407375.79459459457,71788.95769712911,315e3,335400.0,347200.0,35e4,356e3,391e3,45e4
KT9,T,259,362448.8494208494,64256.08836296984,270450.0,299990.0,309700.0,324200.0,33e4,351e3,39e4
L1,D,1,1321650.0,NA,1321650.0,1321650.0,1321650.0,1321650.0,1321650.0,1321650.0,1321650.0
L1,F,557,103421.84919210053,41672.249403632035,59950.0,63495.0,64950.0,67200.0,67495.0,99e3,125e3
L1,O,148,772254.6418918918,3538626.179289521,47512.50000000001,49985.0,60100.0,72e3,78825.0,79995.0,225e3
L1,S,1,14e4,NA,14e4,14e4,14e4,14e4,14e4,14e4,14e4
L1,T,17,430529.4117647059,177994.68659452267,179800.0,233500.0,265500.0,279e3,315e3,425e3,495e3
L10,D,29,173890.24137931035,77630.99922235373,95200.0,104e3,105e3,105e3,105e3,162500.0,191e3
L10,F,8,54968.75,20215.109933979016,30800.0,37100.0,42675.0,43900.0,45125.0,51375.0,63250.0
L10,O,12,158166.58333333334,84675.62759834876,55500.0,65200.0,93799.99999999999,115600.0,125500.0,15e4,162749.75
L10,S,192,141367.44791666666,37129.092335273344,79325.0,92e3,99895.0,108200.0,12e4,145e3,164525.0
L10,T,138,81301.02173913043,27835.50242963962,53850.0,57350.0,6e4,61e3,63437.5,73750.0,9e4
L11,D,67,159295.97014925373,18110.284417867795,137e3,138800.0,142e3,144e3,147e3,156e3,167450.0
L11,F,20,69145.0,35177.51188053617,30395.0,34550.0,35e3,45400.000000000015,49875.0,62e3,69375.0
L11,O,15,506872.06666666665,915325.6639940834,4985.0,5e3,5500.000000000001,9000.000000000002,34400.0,12e4,665500.0
L11,S,230,108288.73043478261,34307.7346845381,56e3,6e4,65350.0,71900.0,77250.0,113725.0,136950.0
L11,T,204,73929.2156862745,26990.19691352924,42500.0,45150.0,5e4,53e3,56e3,68e3,87e3
L12,D,229,235449.1484716157,118471.54295298965,128600.0,144200.0,152200.0,16e4,168e3,2e5,26e4
L12,F,55,81935.72727272728,47814.976668347466,29025.0,40800.0,45300.0,54400.0,56e3,72e3,85500.0
L12,O,8,396015.5,450610.63418020407,19993.4,29486.800000000003,40742.79999999999,62574.40000000002,84406.0,19e4,65e4
L12,S,360,144294.33333333334,42672.69004082514,89e3,1e5,105e3,109796.0,113e3,134997.5,171250.0
L12,T,196,113577.54081632652,41251.48075282742,63e3,7e4,76125.0,83e3,85e3,104500.0,128e3
L13,D,17,146417.64705882352,51073.32027700614,78e3,8e4,94e3,115420.0,117100.0,138e3,18e4
L13,F,63,56610.31746031746,24354.89643876062,20600.0,23880.0,28500.0,30800.0,38250.0,55e3,72500.0
L13,O,39,521767.1538461539,1089400.4603809074,33357.40000000001,46800.00000000001,56750.0,62600.0,77500.0,16e4,382100.0
L13,S,174,120503.1551724138,47653.12779093331,66950.0,75e3,77975.0,85600.0,9e4,115e3,136500.0
L13,T,594,83367.00505050505,30523.165515130553,43e3,5e4,55e3,6e4,62500.0,79e3,1e5
L14,D,145,242465.1724137931,59910.92254111108,134396.0,161045.0,185717.0,198795.0,210995.0,243995.0,284995.0
L14,F,36,106241.38888888889,40760.28772173634,47750.0,5e4,51625.0,57790.0,59500.0,126995.0,141995.0
L14,O,10,787216.4,1156272.7196569736,9137.5,18025.0,31199.99999999999,45600.0,64e3,312500.0,681250.0
L14,S,342,134230.9707602339,43769.795727113895,78575.0,85100.0,91225.0,99200.0,104250.0,125750.0,16e4
L14,T,214,76972.2336448598,31489.62543697712,45e3,46150.0,48975.0,5e4,52500.0,67e3,92375.0
L15,D,36,250629.30555555556,110819.21760979378,109962.5,155e3,170875.0,175e3,190500.0,226475.0,292500.0
L15,F,70,85032.42857142857,62539.738327750594,39e3,39e3,49100.0,55950.0,59950.0,7e4,9e4
L15,O,88,131202.13636363635,205688.375705792,49400.0,79950.0,79950.0,79950.0,79950.0,79950.0,79950.0
L15,S,176,190261.98295454544,73747.14055306817,99e3,125e3,132625.0,135e3,141375.0,18e4,215e3
L15,T,695,117563.47050359713,58544.520685899406,48e3,55e3,64e3,7e4,75e3,113e3,145e3
L16,D,45,269913.22222222225,103426.193068665,161e3,17e4,178400.0,188500.0,208e3,24e4,31e4
L16,F,11,105681.81818181818,20384.151597837874,81e3,92e3,93500.0,95e3,97500.0,105e3,110500.0
L16,O,10,164700.0,171532.50420838612,13724.999999999998,22949.999999999996,25350.0,25800.0,26500.0,127250.0,261250.0
L16,S,261,210778.84674329503,65452.998106505904,13e4,14e4,15e4,155e3,163e3,192e3,25e4
L16,T,32,158274.21875,34176.08900757707,124400.0,131150.0,134125.0,138400.0,14e4,145962.5,168500.0
L17,D,80,363618.025,154122.37391054604,174667.05,218101.80000000002,229992.5,243e3,261029.0,352500.0,44e4
L17,F,333,162557.4054054054,119695.29293475059,62450.0,65090.0,76e3,85e3,94e3,127500.0,18e4
L17,O,12,507115.0833333333,649868.8187203571,38e3,65e3,65e3,7e4,83750.0,147e3,846844.75
L17,S,107,261500.1121495327,108128.6447938268,140900.0,155440.4,167925.0,180000.00000000006,193e3,243350.0,301050.0
L17,T,398,166245.24371859297,49366.03083856401,107425.0,122700.0,13e4,135e3,14e4,157250.0,182375.0
L18,D,118,481258.6271186441,227453.86461704117,223500.0,273750.0,312750.0,321589.60000000003,345500.0,427250.0,593748.75
L18,F,150,166506.8,93459.05695511586,71800.0,94e3,97500.0,106800.0,115e3,134250.0,208750.0
L18,O,18,432866.6666666667,422885.733419102,8800.0,14200.000000000002,84199.99999999997,154e3,175e3,265e3,488750.0
L18,S,275,282745.60363636364,80784.12371979064,18e4,19e4,201100.0,215e3,221e3,269950.0,325e3
L18,T,361,187360.70083102494,61291.014625983065,115e3,132e3,141e3,145e3,15e4,173e3,21e4
L19,D,149,396126.5033557047,152697.46626243636,218e3,244800.0,264960.0,279397.4,299995.0,364995.0,424995.0
L19,F,89,110349.21348314607,69665.39866364989,47200.0,49900.0,55600.0,6e4,64500.0,89e3,14e4
L19,O,15,354265.73333333334,608996.2844754668,25374.000000000007,37600.0,41000.00000000001,48e3,61500.0,125771.0,260200.0
L19,S,256,208349.18359375,89884.67762705215,114625.0,125e3,132500.0,146e3,151187.5,189750.0,25e4
L19,T,307,130170.01628664495,51202.67912034526,63e3,71300.0,78e3,85e3,95e3,127e3,15e4
L2,F,244,129999.67213114754,36158.87254161192,86e3,97250.0,99995.0,104995.0,109995.0,119995.0,147974.5
L2,O,31,2704215.64516129,4288105.61528386,37950.0,115e3,148392.0,168e3,33e4,125e4,3035300.0
L20,D,25,144618.6,34451.12336460646,75960.0,91198.0,120145.0,130525.0,131095.0,149995.0,165e3
L20,F,101,62488.46534653466,22628.763584678843,22e3,31500.0,37e3,4e4,45e3,64950.0,8e4
L20,O,59,158106.05084745763,177056.43434513928,11880.0,21600.0,28499.699999999997,35e3,54250.0,8e4,25e4
L20,S,223,119345.05829596413,35984.1557948962,70100.0,78050.0,86300.0,9e4,96250.0,118745.0,13e4
L20,T,494,62319.86234817814,25590.417645102825,33e3,37e3,39999.950000000004,42e3,43562.5,55e3,74986.75
L21,D,29,193281.2068965517,76540.26084186923,122e3,129e3,135200.0,143e3,154995.0,18e4,204e3
L21,F,28,65178.57142857143,18519.866353066638,30350.0,35900.0,45250.0,51e3,53625.0,69750.0,77250.0
L21,O,27,122508.66666666667,158322.88547531838,35600.0,36980.0,38260.0,42120.0,43450.0,54e3,110900.0
L21,S,223,129903.00448430494,30849.230359739413,72050.0,87590.0,97300.0,105e3,112e3,133e3,151472.5
L21,T,307,72607.79804560261,31232.64106822117,35300.0,4e4,43e3,47210.0,51e3,65e3,9e4
L22,D,17,226317.64705882352,86490.16913278437,140800.0,155200.0,161200.0,165400.0,175e3,193e3,259e3
L22,F,70,98428.85714285714,25376.76836376121,61625.0,68475.0,70700.0,75800.0,76812.5,97750.0,12e4
L22,O,12,141500.0,74465.97758830416,6e4,6e4,6e4,61800.00000000001,66750.0,133500.0,2e5
L22,S,166,172204.2048192771,45706.588999640255,115e3,125e3,133750.0,14e4,143125.0,164500.0,183e3
L22,T,204,158475.42156862744,63142.58835014126,95337.5,11e4,114450.0,121800.0,125750.0,144950.0,168500.0
L23,D,169,369239.775147929,173160.44218433072,165200.0,215300.0,24e4,248970.0,265e3,33e4,44e4
L23,F,233,143158.35622317597,59848.60455145283,67e3,79600.0,89760.0,1e5,11e4,125e3,174e3
L23,O,15,231138.06666666668,215212.91965515277,24e3,60000.00000000003,105e3,105e3,106500.0,145e3,287500.0
L23,S,497,208895.2676056338,72050.13963415497,13e4,14e4,145e3,153e3,16e4,194e3,243750.0
L23,T,129,147981.41860465117,55912.39485719737,91997.0,101760.0,11e4,113700.0,116e3,134350.0,158e3
L24,D,36,220675.55555555556,86717.93287746013,147496.25,149995.0,162483.75,169995.0,178250.0,189995.0,235e3
L24,F,21,68833.09523809524,26335.74094629722,34e3,39e3,45e3,5e4,58e3,62e3,8e4
L24,O,33,1379875.6666666667,2614958.016487176,42e3,46360.0,57400.0,85520.00000000003,113e3,205e3,1229251.0
L24,S,177,138068.5593220339,39466.12756584228,73200.0,87500.0,99500.0,11e4,115e3,133995.0,165995.0
L24,T,168,85771.31547619047,37287.04777691366,5e4,55e3,58525.0,6e4,62e3,74497.5,95e3
L25,D,197,350236.40609137056,171829.53888792312,149160.0,166200.0,190800.0,207600.00000000003,232750.0,32e4,43e4
L25,F,88,126615.73863636363,100265.81230971156,62e3,64850.0,67200.0,72e3,74375.0,95e3,120625.0
L25,O,14,1928669.0714285714,3531924.777691195,104750.0,121999.99999999999,148e3,172500.0,194375.0,277500.0,88e4
L25,S,483,183302.65838509318,62337.34522088696,115e3,125e3,135e3,137970.0,143e3,174750.0,201600.0
L25,T,243,135844.7818930041,50824.530392737666,74600.00000000001,85e3,9e4,93760.0,100250.0,127e3,158e3
L26,D,94,220587.2340425532,48878.04107975378,139650.0,156450.0,17e4,179950.0,187125.0,22e4,25e4
L26,F,5,78390.0,14499.499991379012,62900.0,63300.0,63700.0,64100.0,64500.0,82e3,87e3
L26,O,2,1061875.0,653189.8891210733,646187.5000000001,692375.0000000001,738562.4999999999,784750.0,830937.5,1061875.0,1292812.5
L26,S,150,141209.26666666666,30498.902078306066,93900.0,104900.0,112525.0,119560.0,124996.25,141250.0,159987.5
L26,T,91,105192.85714285714,27692.787449912517,6e4,73e3,76250.0,82e3,84975.0,104e3,12e4
L27,D,1,15e4,NA,15e4,15e4,15e4,15e4,15e4,15e4,15e4
L27,F,1,69e3,NA,69e3,69e3,69e3,69e3,69e3,69e3,69e3
L27,O,2,78e4,205060.96654409877,649500.0,664000.0000000001,678499.9999999999,693e3,707500.0,78e4,852500.0
L27,S,21,104900.0,34640.868205055136,4e4,45e3,75e3,86e3,87500.0,114950.0,13e4
L27,T,62,80779.03225806452,18665.13921723978,51450.00000000001,60050.0,65e3,65700.0,7e4,8e4,94950.0
L28,D,1,105295.0,NA,105295.0,105295.0,105295.0,105295.0,105295.0,105295.0,105295.0
L28,S,16,88217.5,15478.960344071347,65e3,65500.0,67125.0,70500.0,76125.0,93997.5,101996.25
L28,T,37,58783.78378378379,12399.339442833987,39600.0,43e3,45e3,46399.99999999999,48e3,6e4,7e4
L29,D,5,247200.0,79626.15776238359,200600.0,201200.0,201800.0,202400.0,203e3,210500.0,235e3
L29,S,14,227892.85714285713,57069.18155639244,150100.0,158750.0,166875.0,176500.0,186875.0,215500.0,268375.0
L29,T,7,240785.7142857143,98155.4282515139,154650.0,154800.0,154950.0,159e3,165e3,205e3,308e3
L3,D,1,75e3,NA,75e3,75e3,75e3,75e3,75e3,75e3,75e3
L3,F,787,139516.00508259214,64908.55617472163,54950.0,73150.0,87250.0,91e3,1e5,129950.0,162750.0
L3,O,129,911109.4341085271,3823246.250327936,3e4,50795.0,52495.0,53695.0,54995.0,78710.0,195e3
L3,S,10,165445.0,69523.59491568312,98050.0,111100.0,115050.0,116400.0,117737.5,138750.0,2e5
L3,T,23,159065.0,70710.67582055768,62500.0,85e3,90550.0,104100.0,11e4,142e3,2e5
L30,D,69,179872.884057971,24584.783872248772,134700.0,144600.0,149800.0,165e3,174950.0,183995.0,196995.0
L30,F,22,59758.818181818184,37463.55709554396,22300.0,28020.0,28770.0,33200.0,38499.75,56750.0,66500.0
L30,O,9,439192.55555555556,379189.8398655716,24e3,28e3,40000.000000000015,60000.00000000001,8e4,45e4,729579.0
L30,S,136,115561.72794117648,28906.13171129303,64500.0,73750.0,86625.0,9e4,99e3,118e3,134625.0
L30,T,161,79507.89440993789,20096.24596740722,55e3,57e3,62e3,65e3,66650.0,75e3,9e4
L31,D,133,255742.2105263158,108942.95015943066,151200.0,165e3,175e3,185e3,19e4,23e4,285e3
L31,F,85,97413.61176470589,23938.550662305457,62600.0,68800.0,72865.2,79990.0,85e3,99e3,109e3
L31,O,14,193276.5,186283.8345745752,7324.999999999999,17599.999999999996,31900.000000000004,64200.0,86250.0,144e3,230250.0
L31,S,483,172710.1138716356,41817.711771179704,12e4,130800.00000000001,135150.0,14e4,146e3,167500.0,19e4
L31,T,135,150906.68148148147,42635.33565742939,101400.0,11e4,114550.0,12e4,122500.0,14e4,17e4
